LDC,Class,951cn,cls
"""Weapon Blueprint""",com/fs/starfarer/api/impl/campaign/intel/bar/events/historian/WeaponBlueprintOffer,"""武器蓝图""",x
""" Blueprint - Recovered""",com/fs/starfarer/api/impl/campaign/intel/bar/events/historian/WeaponBlueprintOffer,""" 蓝图 - 恢复""",x
""" Blueprint Location""",com/fs/starfarer/api/impl/campaign/intel/bar/events/historian/WeaponBlueprintOffer,""" 蓝图位置""",x
"""Gained """,com/fs/starfarer/api/impl/campaign/rulecmd/AddShip,"""获得 """,x
"""+%s seconds peak operating time for combat ships (maximum: %s)""",com/fs/starfarer/api/impl/campaign/skills/CrewTraining$Level2,"""+%s 秒战斗舰船的峰值时间 (最高: %s)""",x
"""+10% damage dealt by missile weapons""",com/fs/starfarer/api/impl/campaign/skills/MissileSpecialization$Level4,"""+10% 导弹武器造成的伤害""",x
"""+50% missile hitpoints""",com/fs/starfarer/api/impl/campaign/skills/MissileSpecialization$Level2,"""+50% 导弹生命值""",x
"""+50% rate of fire for missile weapons""",com/fs/starfarer/api/impl/campaign/skills/MissileSpecialization$Level3,"""+50% 导弹武器射速""",x
"""Pulsar Beam""",com/fs/starfarer/api/impl/campaign/terrain/PulsarBeamTerrainPlugin,"""射电脉冲""",x
"""Pulsar Beam""",com/fs/starfarer/api/impl/campaign/terrain/PulsarBeamTerrainPlugin,"""射电脉冲""",x
"""Pulsar beam effect""",com/fs/starfarer/api/impl/campaign/terrain/PulsarBeamTerrainPlugin,"""射电脉冲的影响""",x
"""Pulsar Beam""",com/fs/starfarer/api/impl/campaign/terrain/PulsarBeamTerrainPlugin,"""射电脉冲""",x
"""Travel""",com/fs/starfarer/api/impl/campaign/terrain/PulsarBeamTerrainPlugin,"""航行影响""",x
"""Reduces the combat readiness of all ships caught in the pulsar beam at a rapid pace, and blows the fleet off-course.""",com/fs/starfarer/api/impl/campaign/terrain/PulsarBeamTerrainPlugin,"""降低所有在射电脉冲范围内的舰船战备值 (CR), 并将舰队吹离航线.""",x
"""The magnitude of the effect drops off rapidly with distance from the source.""",com/fs/starfarer/api/impl/campaign/terrain/PulsarBeamTerrainPlugin,"""该负面效果会随着相对距离的提高而迅速下降.""",x
"""Combat""",com/fs/starfarer/api/impl/campaign/terrain/PulsarBeamTerrainPlugin,"""战斗影响""",x
"""Reduces the peak performance time of ships and increases the rate of combat readiness degradation in protracted engagements.""",com/fs/starfarer/api/impl/campaign/terrain/PulsarBeamTerrainPlugin,"""降低舰船的峰值时间, 并加速消耗参战舰船的战备值 (CR).""",x
"""+100% missile weapon ammo capacity""",com/fs/starfarer/api/impl/campaign/skills/MissileSpecialization$Level1,"""+100% 导弹武器备弹量""",x
"""Sir""",com/fs/starfarer/api/util/Misc,#N/A,x
"""Ma'am""",com/fs/starfarer/api/util/Misc,#N/A,x
"""Captain""",com/fs/starfarer/api/util/Misc,#N/A,x
"""story""",com/fs/starfarer/api/util/Misc,"""故事""",x
"""and""",com/fs/starfarer/api/util/Misc,"""和""",x
"""Today""",com/fs/starfarer/api/util/Misc,"""今天""",x
""" days ago""",com/fs/starfarer/api/util/Misc,""" 天前""",x
"""1 week ago""",com/fs/starfarer/api/util/Misc,"""1 周前""",x
"""2 weeks ago""",com/fs/starfarer/api/util/Misc,"""2 周前""",x
"""3 weeks ago""",com/fs/starfarer/api/util/Misc,"""3 周前""",x
"""1 month ago""",com/fs/starfarer/api/util/Misc,"""1 个月前""",x
"""2 months ago""",com/fs/starfarer/api/util/Misc,"""2 个月前""",x
"""3 months ago""",com/fs/starfarer/api/util/Misc,"""3 个月前""",x
"""Over 3 months ago""",com/fs/starfarer/api/util/Misc,"""超过 3 个月前""",x
"""0 days ago""",com/fs/starfarer/api/util/Misc,"""0 天前""",x
"""1 day ago""",com/fs/starfarer/api/util/Misc,"""1 天前""",x
""" days ago""",com/fs/starfarer/api/util/Misc,""" 天前""",x
"""1 week ago""",com/fs/starfarer/api/util/Misc,"""1 周前""",x
"""2 weeks ago""",com/fs/starfarer/api/util/Misc,"""2 周前""",x
"""3 weeks ago""",com/fs/starfarer/api/util/Misc,"""3 周前""",x
"""1 month ago""",com/fs/starfarer/api/util/Misc,"""1 个月前""",x
""" months ago""",com/fs/starfarer/api/util/Misc,""" 个月前""",x
"""1 cycle ago""",com/fs/starfarer/api/util/Misc,"""1 星年前""",x
""" cycles ago""",com/fs/starfarer/api/util/Misc,""" 星年前""",x
"""at least a day""",com/fs/starfarer/api/util/Misc,"""一天""",x
"""at least a few days""",com/fs/starfarer/api/util/Misc,"""几天""",x
"""at least a week""",com/fs/starfarer/api/util/Misc,"""一周""",x
"""at least two weeks""",com/fs/starfarer/api/util/Misc,"""两周""",x
"""at least three weeks""",com/fs/starfarer/api/util/Misc,"""三周""",x
"""at least a month""",com/fs/starfarer/api/util/Misc,"""一个月""",x
"""at least two months""",com/fs/starfarer/api/util/Misc,"""两个月""",x
"""at least three months""",com/fs/starfarer/api/util/Misc,"""三个月""",x
"""many months""",com/fs/starfarer/api/util/Misc,"""几个月""",x
"""a day""",com/fs/starfarer/api/util/Misc,"""一天""",x
"""a few days""",com/fs/starfarer/api/util/Misc,"""几天""",x
"""a week""",com/fs/starfarer/api/util/Misc,"""一周""",x
"""two weeks""",com/fs/starfarer/api/util/Misc,"""两周""",x
"""three weeks""",com/fs/starfarer/api/util/Misc,"""三周""",x
"""a month""",com/fs/starfarer/api/util/Misc,"""一个月""",x
"""two months""",com/fs/starfarer/api/util/Misc,"""两个月""",x
"""three months""",com/fs/starfarer/api/util/Misc,"""三个月""",x
"""many months""",com/fs/starfarer/api/util/Misc,"""""",x
"""Acquired full survey data for """,com/fs/starfarer/api/util/Misc,"""获得完整的调查数据 """,x
"""Full survey data: """,com/fs/starfarer/api/util/Misc,"""完整的调查数据: """,x
"""Acquired preliminary survey data for """,com/fs/starfarer/api/util/Misc,"""获得初步调查数据 """,x
"""Preliminary survey data: """,com/fs/starfarer/api/util/Misc,"""初步调查数据: """,x
""" World""",com/fs/starfarer/api/util/Misc,""" 行星""",x
"""New planet data: """,com/fs/starfarer/api/util/Misc,"""新的行星数据: """,x
"""returning to """,com/fs/starfarer/api/util/Misc,"""返回 """,x
"""returning to """,com/fs/starfarer/api/util/Misc,"""返回 """,x
"""Cargo in storage""",com/fs/starfarer/api/util/Misc,"""存储的货物""",x
"""Cargo in storage and resource stockpiles""",com/fs/starfarer/api/util/Misc,"""仓库存储与资源库存""",x
"""Ships in storage""",com/fs/starfarer/api/util/Misc,"""入库中的舰船""",x
"""Ships in storage""",com/fs/starfarer/api/util/Misc,"""入库中的舰船""",x
"""Monthly storage fee: %s""",com/fs/starfarer/api/util/Misc,"""每月仓管费: %s""",x
"""Resources: consumed (available)""",com/fs/starfarer/api/util/Misc,"""资源: 消耗 (可用) """,x
"""Design type: %s""",com/fs/starfarer/api/util/Misc,"""设计类型: %s""",x
"""very weak""",com/fs/starfarer/api/util/Misc,"""非常弱小""",x
"""somewhat weak""",com/fs/starfarer/api/util/Misc,"""比较弱小""",x
"""fairly capable""",com/fs/starfarer/api/util/Misc,"""颇具威胁""",x
"""fairly strong""",com/fs/starfarer/api/util/Misc,"""比较强大""",x
"""strong""",com/fs/starfarer/api/util/Misc,"""相当强大""",x
"""very strong""",com/fs/starfarer/api/util/Misc,"""非常强大""",x
"""Fearless""",com/fs/starfarer/api/util/Misc,"""无所畏惧""",x
"""an""",com/fs/starfarer/api/util/Misc,"""一个""",x
"""an""",com/fs/starfarer/api/util/Misc,"""一个""",x
"""a""",com/fs/starfarer/api/util/Misc,"""一个""",x
"""a""",com/fs/starfarer/api/util/Misc,"""一个""",x
"""a""",com/fs/starfarer/api/util/Misc,"""一个""",x
"""an""",com/fs/starfarer/api/util/Misc,"""一个""",x
"""an""",com/fs/starfarer/api/util/Misc,"""一个""",x
"""a""",com/fs/starfarer/api/util/Misc,"""一个""",x
"""Capital""",com/fs/starfarer/api/util/Misc,#N/A,x
"""Cruiser""",com/fs/starfarer/api/util/Misc,#N/A,x
"""Destroyer""",com/fs/starfarer/api/util/Misc,#N/A,x
"""Fighter""",com/fs/starfarer/api/util/Misc,#N/A,x
"""Frigate""",com/fs/starfarer/api/util/Misc,#N/A,x
"""Unknown""",com/fs/starfarer/api/util/Misc,#N/A,x
"""laying in wait""",com/fs/starfarer/api/impl/campaign/enc/SlipstreamLuddicPathEPEC,"""埋伏中""",x
"""% ballistic and energy weapon range""",com/fs/starfarer/api/impl/campaign/skills/GunneryImplants$Level3,"""% 实弹与能量武器射程""",x
"""Conditions at """,com/fs/starfarer/api/impl/campaign/intel/deciv/DecivIntel,"""该 """,x
""", a colony belonging to """,com/fs/starfarer/api/impl/campaign/intel/deciv/DecivIntel,""", 这处现属于 """,x
""", have taken a turn for the worse. Unless the colony """,com/fs/starfarer/api/impl/campaign/intel/deciv/DecivIntel,""" 的殖民地, 因当地情况正逐步恶化. 除非能重新稳定, """,x
"""is stabilized in some way, it's likely to decivilize and be lost completely in the near future.""",com/fs/starfarer/api/impl/campaign/intel/deciv/DecivIntel,"""否则它将 很可能分崩离析直至走向灭亡.""",x
""", a colony formerly belonging to """,com/fs/starfarer/api/impl/campaign/intel/deciv/DecivIntel,""", 这处原属于 """,x
""", has been destroyed.""",com/fs/starfarer/api/impl/campaign/intel/deciv/DecivIntel,""" 的殖民地已被摧毁.""",x
""", a colony formerly belonging to """,com/fs/starfarer/api/impl/campaign/intel/deciv/DecivIntel,""", 这处原属于 """,x
""", has become decivilized. """,com/fs/starfarer/api/impl/campaign/intel/deciv/DecivIntel,""" 的殖民地, """,x
"""Central authority has collapsed completely and irreversibly, with the remaining """,com/fs/starfarer/api/impl/campaign/intel/deciv/DecivIntel,"""因其地方政府完全倒台, 且不可逆转, """,x
"""population scrambling to survive.""",com/fs/starfarer/api/impl/campaign/intel/deciv/DecivIntel,"""如今这处废土 只剩下挣扎求生且痛苦不堪的难民们.""",x
"""Decivilized""",com/fs/starfarer/api/impl/campaign/intel/deciv/DecivIntel,"""文明丧失""",x
"""Decivilized """,com/fs/starfarer/api/impl/campaign/intel/deciv/DecivIntel,"""文明丧失 """,x
""" - Deterioration""",com/fs/starfarer/api/impl/campaign/intel/deciv/DecivIntel,""" - 逐步恶化""",x
""" - Destroyed""",com/fs/starfarer/api/impl/campaign/intel/deciv/DecivIntel,""" - 已被摧毁""",x
""" - Decivilized""",com/fs/starfarer/api/impl/campaign/intel/deciv/DecivIntel,""" - 文明丧失""",x
"""Hegemony AI Inspection""",com/fs/starfarer/api/impl/campaign/intel/inspection/HegemonyInspectionIntel,"""霸主 AI 审查""",x
""" - Failed""",com/fs/starfarer/api/impl/campaign/intel/inspection/HegemonyInspectionIntel,""" - 失败""",x
""" - Completed""",com/fs/starfarer/api/impl/campaign/intel/inspection/HegemonyInspectionIntel,""" - 完成""",x
"""Target: %s""",com/fs/starfarer/api/impl/campaign/intel/inspection/HegemonyInspectionIntel,"""目标: %s""",x
""" forces arrive in-system and encounter resistance""",com/fs/starfarer/api/impl/campaign/intel/inspection/HegemonyInspectionIntel,""" 在抵达目标星系后遇到了阻力""",x
"""Target: %s""",com/fs/starfarer/api/impl/campaign/intel/inspection/HegemonyInspectionIntel,"""目标: %s""",x
"""Arrived in-system""",com/fs/starfarer/api/impl/campaign/intel/inspection/HegemonyInspectionIntel,"""已抵达目标星系""",x
"""cores""",com/fs/starfarer/api/impl/campaign/intel/inspection/HegemonyInspectionIntel,"""核心""",x
"""core""",com/fs/starfarer/api/impl/campaign/intel/inspection/HegemonyInspectionIntel,"""核心""",x
"""%s AI """,com/fs/starfarer/api/impl/campaign/intel/inspection/HegemonyInspectionIntel,"""%s 个 AI """,x
""" confiscated""",com/fs/starfarer/api/impl/campaign/intel/inspection/HegemonyInspectionIntel,"""遭到没收""",x
"""No AI cores found""",com/fs/starfarer/api/impl/campaign/intel/inspection/HegemonyInspectionIntel,"""未发现 AI 核心""",x
"""Operations at %s disrupted""",com/fs/starfarer/api/impl/campaign/intel/inspection/HegemonyInspectionIntel,"""该 %s 遭到瘫痪""",x
"""Target: %s""",com/fs/starfarer/api/impl/campaign/intel/inspection/HegemonyInspectionIntel,"""目标: %s""",x
"""Estimated %s """,com/fs/starfarer/api/impl/campaign/intel/inspection/HegemonyInspectionIntel,"""预计 %s """,x
""" until arrival""",com/fs/starfarer/api/impl/campaign/intel/inspection/HegemonyInspectionIntel,""" 后到达""",x
"""Defenders will resist""",com/fs/starfarer/api/impl/campaign/intel/inspection/HegemonyInspectionIntel,"""守军将抵制视察工作""",x
"""Defenders will comply""",com/fs/starfarer/api/impl/campaign/intel/inspection/HegemonyInspectionIntel,"""守军将默认配合视察工作""",x
"""Funds allocated for bribe""",com/fs/starfarer/api/impl/campaign/intel/inspection/HegemonyInspectionIntel,"""用贿赂的方式来规避审查""",x
"""Inspection under way""",com/fs/starfarer/api/impl/campaign/intel/inspection/HegemonyInspectionIntel,"""视察工作正在进行""",x
"""cores""",com/fs/starfarer/api/impl/campaign/intel/inspection/HegemonyInspectionIntel,"""核心""",x
"""core""",com/fs/starfarer/api/impl/campaign/intel/inspection/HegemonyInspectionIntel,"""核心""",x
"""%s AI """,com/fs/starfarer/api/impl/campaign/intel/inspection/HegemonyInspectionIntel,"""%s 个 AI """,x
""" confiscated""",com/fs/starfarer/api/impl/campaign/intel/inspection/HegemonyInspectionIntel,"""遭到没收""",x
"""fleets""",com/fs/starfarer/api/impl/campaign/intel/inspection/HegemonyInspectionIntel,"""支舰队""",x
"""fleet""",com/fs/starfarer/api/impl/campaign/intel/inspection/HegemonyInspectionIntel,"""支舰队""",x
""" targeting %s for an inspection due to the suspected use of AI cores there.""",com/fs/starfarer/api/impl/campaign/intel/inspection/HegemonyInspectionIntel,"""开展了针对 %s 的视察工作, 因为该殖民地被怀疑使用了 AI 核心. """,x
""" The task force is projected to be """,com/fs/starfarer/api/impl/campaign/intel/inspection/HegemonyInspectionIntel,"""该视察团的战力为 """,x
""" and is likely comprised of """,com/fs/starfarer/api/impl/campaign/intel/inspection/HegemonyInspectionIntel,""", 且预计有 """,x
"""inspection""",com/fs/starfarer/api/impl/campaign/intel/inspection/HegemonyInspectionIntel,"""视察团""",x
"""inspection's""",com/fs/starfarer/api/impl/campaign/intel/inspection/HegemonyInspectionIntel,"""视察团""",x
"""Status""",com/fs/starfarer/api/impl/campaign/intel/inspection/HegemonyInspectionIntel,"""形势""",x
"""Your orders""",com/fs/starfarer/api/impl/campaign/intel/inspection/HegemonyInspectionIntel,"""当前应对措施""",x
""" hostile towards """,com/fs/starfarer/api/impl/campaign/intel/inspection/HegemonyInspectionIntel,"""与 """,x
""". Your forces will attempt to resist the inspection.""",com/fs/starfarer/api/impl/campaign/intel/inspection/HegemonyInspectionIntel,""". 目前正处于敌对状态, 这将导致你们的军队会试图抵制视察工作.""",x
"""The authorities at """,com/fs/starfarer/api/impl/campaign/intel/inspection/HegemonyInspectionIntel,"""该 """,x
""" will comply with the inspection. """,com/fs/starfarer/api/impl/campaign/intel/inspection/HegemonyInspectionIntel,""" 当局将默认配合视察工作, """,x
"""It is certain to find any AI cores currently in use.""",com/fs/starfarer/api/impl/campaign/intel/inspection/HegemonyInspectionIntel,"""这将意味着那些正在被使用的 AI 核心一定会被找到.""",x
"""You've allocated enough funds to ensure the inspection will produce a satisfactory outcome all around.""",com/fs/starfarer/api/impl/campaign/intel/inspection/HegemonyInspectionIntel,"""你已经拨出足够的资金, 以确保本次视察能产生令人满意的结果.""",x
"""Your space and ground forces will attempt to resist the inspection.""",com/fs/starfarer/api/impl/campaign/intel/inspection/HegemonyInspectionIntel,"""你的空间与地面部队将试图抵抗检查.""",x
"""Change orders""",com/fs/starfarer/api/impl/campaign/intel/inspection/HegemonyInspectionIntel,"""变更应对措施""",x
"""The inspection task force is in-system and there's no time to implement new orders.""",com/fs/starfarer/api/impl/campaign/intel/inspection/HegemonyInspectionIntel,"""视察团已经抵达目标星系, 你已经没有时间执行新的措施了.""",x
"""Military""",com/fs/starfarer/api/impl/campaign/intel/inspection/HegemonyInspectionIntel,"""军事""",x
"""Amplified Entropy!""",com/fs/starfarer/api/impl/combat/EntropyAmplifierStats,"""放大熵!""",x
"""% more damage to target""",com/fs/starfarer/api/impl/combat/EntropyAmplifierStats,"""% 伤害提高""",x
"""READY""",com/fs/starfarer/api/impl/combat/EntropyAmplifierStats,"""准备""",x
"""OUT OF RANGE""",com/fs/starfarer/api/impl/combat/EntropyAmplifierStats,"""超出范围""",x
"""NO TARGET""",com/fs/starfarer/api/impl/combat/EntropyAmplifierStats,"""没有目标""",x
"""Requires:""",com/fs/starfarer/api/campaign/impl/items/GenericSpecialItemPlugin,"""所需环境:""",x
"""Design type: """,com/fs/starfarer/api/campaign/impl/items/GenericSpecialItemPlugin,"""设计类型: """,x
"""Installed in:""",com/fs/starfarer/api/campaign/impl/items/GenericSpecialItemPlugin,"""所需设施:""",x
"""Requires:""",com/fs/starfarer/api/campaign/impl/items/GenericSpecialItemPlugin,"""所需环境:""",x
