LDC,Class,LDC_96CN,RAW_96CN,note
"""Level """,com/fs/starfarer/coreui/return,"""等级 ""","com/fs/starfarer/coreui/return.<init> - String - ""等级 """,
""" (maximum)""",com/fs/starfarer/coreui/return,""" [最大值] ""","com/fs/starfarer/coreui/return.<init> - String - "" [最大值] """,
"""Level """,com/fs/starfarer/coreui/return,"""等级 ""","com/fs/starfarer/coreui/return.return.if - String - ""等级 """,
"""Level """,com/fs/starfarer/coreui/return,"""等级 ""","com/fs/starfarer/coreui/return.return.if - String - ""等级 """,
""" (maximum)""",com/fs/starfarer/coreui/return,""" [最大值] ""","com/fs/starfarer/coreui/return.return.if - String - "" [最大值] """,
"""Level """,com/fs/starfarer/coreui/return,"""等级 ""","com/fs/starfarer/coreui/return.return.if - String - ""等级 """,
""" (fixed)""",com/fs/starfarer/coreui/return,""" (固定) ""","com/fs/starfarer/coreui/return.return.if - String - "" (固定) """,
"""Maximum level reached""",com/fs/starfarer/coreui/return,"""达到最高等级""","com/fs/starfarer/coreui/return.return.if - String - ""达到最高等级""",
"""Fixed level""",com/fs/starfarer/coreui/return,"""固定等级""","com/fs/starfarer/coreui/return.return.if - String - ""固定等级""",
"""Use """,com/fs/starfarer/coreui/refit/ModWidget$1,"""花费 ""","com/fs/starfarer/coreui/refit/ModWidget$1.createImpl - String - ""花费 """,
""" points to build hullmods into the ship, reducing """,com/fs/starfarer/coreui/refit/ModWidget$1,"""点 将船插内置到船体上，""","com/fs/starfarer/coreui/refit/ModWidget$1.createImpl - String - ""点 将船插内置到船体上，""",
"""their ordnance point cost to zero and making them unremovable.""",com/fs/starfarer/coreui/refit/ModWidget$1,"""让装配点降为零，并使其不可移除。""","com/fs/starfarer/coreui/refit/ModWidget$1.createImpl - String - ""让装配点降为零，并使其不可移除。""",
""" points""",com/fs/starfarer/coreui/refit/ModWidget$1,"""点""","com/fs/starfarer/coreui/refit/ModWidget$1.createImpl - String - ""点""",
"""Hullmods that cost less ordnance points tend to have bonus effects when built in, while very expensive ones may have penalties.""",com/fs/starfarer/coreui/refit/ModWidget$1,"""消耗装配点数较少的船体插件通常会有内置增益，而消耗较多者则会有内置惩罚。""","com/fs/starfarer/coreui/refit/ModWidget$1.createImpl - String - ""消耗装配点数较少的船体插件通常会有内置增益，而消耗较多者则会有内置惩罚。""",
"""bonus effects""",com/fs/starfarer/coreui/refit/ModWidget$1,"""增益""","com/fs/starfarer/coreui/refit/ModWidget$1.createImpl - String - ""增益""",
"""penalties""",com/fs/starfarer/coreui/refit/ModWidget$1,"""惩罚""","com/fs/starfarer/coreui/refit/ModWidget$1.createImpl - String - ""惩罚""",
"""Can also use """,com/fs/starfarer/coreui/refit/ModWidget$1,"""也可以使用""","com/fs/starfarer/coreui/refit/ModWidget$1.createImpl - String - ""也可以使用""",
""" points to enhance certain hull-standard built-in mods, """,com/fs/starfarer/coreui/refit/ModWidget$1,"""点强化当前舰船的标准内置船插，""","com/fs/starfarer/coreui/refit/ModWidget$1.createImpl - String - ""点强化当前舰船的标准内置船插，""",
"""unlocking their bonus effect. These enhancements do not count against the maximum number of hullmods you can build into ships.""",com/fs/starfarer/coreui/refit/ModWidget$1,"""解锁它们的内置增益效果。为插件进行强化不会计入你能为船体内置插件数量的最大上限中。""","com/fs/starfarer/coreui/refit/ModWidget$1.createImpl - String - ""解锁它们的内置增益效果。为插件进行强化不会计入你能为船体内置插件数量的最大上限中。""",
""" points""",com/fs/starfarer/coreui/refit/ModWidget$1,"""点""","com/fs/starfarer/coreui/refit/ModWidget$1.createImpl - String - ""点""",
"""This ship already has the maximum of %s built-in hullmods, and does not have any built-in hullmods that can be enhanced.""",com/fs/starfarer/coreui/refit/ModWidget$1,"""该舰船已经达到了最大 %s 内置插件的上限，且没有其他可被强化的船体标准内置插件。""","com/fs/starfarer/coreui/refit/ModWidget$1.createImpl - String - ""该舰船已经达到了最大 %s 内置插件的上限，且没有其他可被强化的船体标准内置插件。""",
"""Not enough forces to achieve objective""",com/fs/starfarer/campaign/ui/marketinfo/supernew,"""没有足够多的陆战队来执行该任务""","com/fs/starfarer/campaign/ui/marketinfo/j.createRow - String - ""没有足够多的陆战队来执行该任务""",
"""Press R to bring up a target overlay that gives you more information about the ship.""",com/fs/starfarer/tutorial/combat/O0OO,"""按下 R 键来锁定目标敌舰来获得更多有关与他信息。""","com/fs/starfarer/tutorial/combat/D.String - String - ""按下 R 键来锁定目标敌舰来获得更多有关与他信息。""",
"""Press ~ to toggle the weapon firing arc display.""",com/fs/starfarer/tutorial/combat/O0OO,"""Press ~ to toggle the weapon firing arc display.""",,新增
"""hull""",com/fs/starfarer/renderers/oOOO/OooO,"""船体结构""","com/fs/starfarer/coreui/refit/Object.<init> - String - ""船体结构""",战斗UI锁定目标
"""TARGET: NONE""",com/fs/starfarer/renderers/oOOO/OooO,"""目标：无""","com/fs/starfarer/renderers/A/H.Ó00000 - String - ""目标：无""",战斗UI锁定目标
"""TARGET: NONE""",com/fs/starfarer/renderers/oOOO/OooO,"""目标：无""","com/fs/starfarer/renderers/A/H.String - String - ""目标：无""",战斗UI锁定目标
""" Wing""",com/fs/starfarer/renderers/oOOO/OooO,""" 联队""","com/fs/starfarer/renderers/A/H.String - String - "" 联队""",战斗UI锁定目标
"""TARGET: %s""",com/fs/starfarer/renderers/oOOO/OooO,"""目标：%s""","com/fs/starfarer/renderers/A/H.String - String - ""目标：%s""",战斗UI锁定目标
"""RANGE""",com/fs/starfarer/renderers/oOOO/OooO,"""距离""","com/fs/starfarer/renderers/A/H.super - String - ""距离""",战斗UI锁定目标
"""SPEED""",com/fs/starfarer/renderers/oOOO/OooO,"""航速""","com/fs/starfarer/renderers/A/H.super - String - ""航速""",战斗UI锁定目标
"""----m""",com/fs/starfarer/renderers/oOOO/OooO,"""----m""","com/fs/starfarer/renderers/A/H.super - String - ""----m""",战斗UI锁定目标
"""----m/s""",com/fs/starfarer/renderers/oOOO/OooO,"""----m/s""","com/fs/starfarer/renderers/A/H.super - String - ""----m/s""",战斗UI锁定目标
"""%4d su""",com/fs/starfarer/renderers/oOOO/OooO,"""%4d su""","com/fs/starfarer/renderers/A/H.Ò00000 - String - ""%4d su""",战斗UI锁定目标
"""----m""",com/fs/starfarer/renderers/oOOO/OooO,"""----m""","com/fs/starfarer/renderers/A/H.Ò00000 - String - ""----m""",战斗UI锁定目标
"""%4d su/s""",com/fs/starfarer/renderers/oOOO/OooO,"""%4d su/s""","com/fs/starfarer/renderers/A/H.Ò00000 - String - ""%4d su/s""",战斗UI锁定目标
""" variant""",com/fs/starfarer/renderers/oOOO/OooO,""" 装配""","com/fs/starfarer/renderers/A/H.Ò00000 - String - "" 装配""",战斗UI锁定目标
"""FRIENDLY""",com/fs/starfarer/renderers/oOOO/OooO,"""友好""","com/fs/starfarer/renderers/A/H.ÒO0000 - String - ""友好""",战斗UI锁定目标
"""ALLIED""",com/fs/starfarer/renderers/oOOO/OooO,"""盟友""","com/fs/starfarer/renderers/A/H.ÒO0000 - String - ""盟友""",战斗UI锁定目标
"""NEUTRAL""",com/fs/starfarer/renderers/oOOO/OooO,"""中立""","com/fs/starfarer/renderers/A/H.ÒO0000 - String - ""中立""",战斗UI锁定目标
"""NEUTRALIZED""",com/fs/starfarer/renderers/oOOO/OooO,"""失去战斗力""","com/fs/starfarer/renderers/A/H.ÒO0000 - String - ""失去战斗力""",战斗UI锁定目标
"""HOSTILE""",com/fs/starfarer/renderers/oOOO/OooO,"""敌对""","com/fs/starfarer/renderers/A/H.ÒO0000 - String - ""敌对""",战斗UI锁定目标
"""DISABLED""",com/fs/starfarer/renderers/oOOO/OooO,"""停机""","com/fs/starfarer/renderers/A/H.ÒO0000 - String - ""停机""",战斗UI锁定目标
"""cr: """,com/fs/starfarer/renderers/oOOO/OooO,"""战备：""","com/fs/starfarer/renderers/A/H.ÒO0000 - String - ""战备：""",战斗UI锁定目标
""" fighters: """,com/fs/starfarer/renderers/oOOO/OooO,""" 战机整备度: ""","com/fs/starfarer/renderers/A/H.ÒO0000 - String - "" 战机整备度: """,战斗UI锁定目标
"""Filters""",com/fs/starfarer/codex/ui/O0OO,"""过滤""","com/fs/starfarer/codex/ui/D.setCategory - String - ""过滤""",需要调试
"""Integrate the AI core into the ship, increasing its level by %s and granting it an additional skill. After being integrated, the core can not be removed by any means short of scuttling the ship.""",com/fs/starfarer/coreui/s$1,"""将 AI 核心整合到舰船中，提高 %s 个等级并获得一个额外技能。进行整合之后，除非将船只放弃，否则无法移除该核心。""","com/fs/starfarer/coreui/s$1.createImpl - String - ""将 AI 核心整合到舰船中，提高 %s 个等级并获得一个额外技能。进行整合之后，除非将船只放弃，否则无法移除该核心。""",
"""Must be assigned to a ship to be integrated with it""",com/fs/starfarer/coreui/s$1,"""必须分配到一艘船上才能进行整合""","com/fs/starfarer/coreui/s$1.createImpl - String - ""必须分配到一艘船上才能进行整合""",
"""skills""",com/fs/starfarer/coreui/s$2,"""技能""","com/fs/starfarer/coreui/s$2.createImpl - String - ""技能""",
"""skill""",com/fs/starfarer/coreui/s$2,"""技能""","com/fs/starfarer/coreui/s$2.createImpl - String - ""技能""",
"""Select a skill to raise to the elite level. Officers in your fleet can have a maximum of %s elite """,com/fs/starfarer/coreui/s$2,"""选择一个技能来升级成 精英技能。你的军官每人最多可拥有 %s 个精英""","com/fs/starfarer/coreui/s$2.createImpl - String - ""选择一个技能来升级成 精英技能。你的军官每人最多可拥有 %s 个精英""",
""" each.""",com/fs/starfarer/coreui/s$2,""".""","com/fs/starfarer/coreui/s$2.createImpl - String - "".""",
"""skills""",com/fs/starfarer/coreui/s$2,"""技能""","com/fs/starfarer/coreui/s$2.createImpl - String - ""技能""",
"""skill""",com/fs/starfarer/coreui/s$2,"""技能""","com/fs/starfarer/coreui/s$2.createImpl - String - ""技能""",
"""Officer already has """,com/fs/starfarer/coreui/s$2,"""该军官已经升级了 ""","com/fs/starfarer/coreui/s$2.createImpl - String - ""该军官已经升级了 """,
""" elite """,com/fs/starfarer/coreui/s$2,""" 个 精英""","com/fs/starfarer/coreui/s$2.createImpl - String - "" 个 精英""",
"""Change the officer's elite skills and personality.""",com/fs/starfarer/coreui/s$3,"""改变军官的精英技能和性格。""","com/fs/starfarer/coreui/s$3.createImpl - String - ""改变军官的精英技能和性格。""",
"""skills""",com/fs/starfarer/coreui/s$4,"""技能""","com/fs/starfarer/coreui/s$4.createImpl - String - ""技能""",
"""skill""",com/fs/starfarer/coreui/s$4,"""技能""","com/fs/starfarer/coreui/s$4.createImpl - String - ""技能""",
"""Mentor an officer, increasing their experience gain and giving them a wider range of skills to choose from, as well as optionally influencing their personality. Can only be done with an officer below maximum level.""",com/fs/starfarer/coreui/s$4,"""指导旗下的军官，提高其经验收益，增加技能可选项，还能影响其性格。只能对未达到最高等级的军官进行指导。""","com/fs/starfarer/coreui/s$4.createImpl - String - ""对旗下军官进行指导，提高其经验收益的同时，并给予更多的技能选择，甚至还可以影响其性格。只能对最高等级以下的军官进行指导。""",
"""days""",com/fs/starfarer/coreui/s$6,"""天""","com/fs/starfarer/coreui/s$6.createImpl - String - ""天""",
"""day""",com/fs/starfarer/coreui/s$6,"""天""","com/fs/starfarer/coreui/s$6.createImpl - String - ""天""",
"""This officer is a mercenary, hired for a limited duration contract %s """,com/fs/starfarer/coreui/s$6,"""这名雇佣军官于 %s ""","com/fs/starfarer/coreui/s$6.createImpl - String - ""这名雇佣军官于 %s """,
""" ago. """,com/fs/starfarer/coreui/s$6,"""前""","com/fs/starfarer/coreui/s$6.createImpl - String - ""前""",
"""The minimum contract duration - before the mercenary may try to leave - """,com/fs/starfarer/coreui/s$6,"""与你签订了一份期限合同。""","com/fs/starfarer/coreui/s$6.createImpl - String - ""与你签订了一份期限合同。""",
"""is %s days. If there's a credit shortfall at the end of a month, """,com/fs/starfarer/coreui/s$6,"""合同规定受雇者需履约至少 %s 天才可离开。""","com/fs/starfarer/coreui/s$6.createImpl - String - ""合同规定受雇者需履约至少 %s 天才可离开。""",
"""they may try to leaver earlier.""",com/fs/starfarer/coreui/s$6,"""如果月底你无法按约支付佣金，那么他们会尝试提前离开。""","com/fs/starfarer/coreui/s$6.createImpl - String - ""如果月底你无法按约支付佣金，那么他们会尝试提前离开。""",
"""Their pay is higher than that of a normal officer, but they do not count against the normal officer limit.""",com/fs/starfarer/coreui/s$6,"""尽管他们的工资普遍高于普通军官，但不计入普通军官的雇佣上限。""","com/fs/starfarer/coreui/s$6.createImpl - String - ""尽管他们的工资普遍高于普通军官，但不计入普通军官的雇佣上限。""",
"""Mentoring """,com/fs/starfarer/coreui/s$8,"""指导 ""","com/fs/starfarer/coreui/s$8.getTitle - String - ""指导 """,
"""Mentored """,com/fs/starfarer/coreui/s$8,"""指导 ""","com/fs/starfarer/coreui/s$8.getLogText - String - ""指导 """,
"""Take this officer under your wing, providing guidance and helping them develop their professional skills.""",com/fs/starfarer/coreui/s$8,"""将这名军官带到你的身边，为其提供指导，并帮助他们发展专业技能。""","com/fs/starfarer/coreui/s$8.createDescription - String - ""将这名军官带到你的身边，为其提供指导，并帮助他们发展专业技能。""",
""" - Doubles the rate of their experience gain""",com/fs/starfarer/coreui/s$8,"""- 使他们获取经验的效率翻倍""","com/fs/starfarer/coreui/s$8.createDescription - String - ""- 使他们获取经验的效率翻倍""",
""" - Increases the range of skills available to choose from""",com/fs/starfarer/coreui/s$8,"""- 增加技能的可选范围""","com/fs/starfarer/coreui/s$8.createDescription - String - ""- 增加技能的可选范围""",
"""Your influence can also cause them to be more cautious or aggressive in battle.""",com/fs/starfarer/coreui/s$8,"""你的影响也会使他们在战斗中表现得更加谨慎或激进。""","com/fs/starfarer/coreui/s$8.createDescription - String - ""你的影响也会使他们在战斗中表现得更加谨慎或激进。""",
"""Integrating """,com/fs/starfarer/coreui/s$9,"""将 ""","com/fs/starfarer/coreui/s$9.getTitle - String - ""将 """,
""" into """,com/fs/starfarer/coreui/s$9,""" 内置于 ""","com/fs/starfarer/coreui/s$9.getTitle - String - "" 内置于 """,
"""Integrated """,com/fs/starfarer/coreui/s$9,"""将 ""","com/fs/starfarer/coreui/s$9.getLogText - String - ""将 """,
""" into """,com/fs/starfarer/coreui/s$9,""" 内置于 ""","com/fs/starfarer/coreui/s$9.getLogText - String - "" 内置于 """,
"""Fully integrate this AI core into the ship, giving it improved access to all subsystems.""",com/fs/starfarer/coreui/s$9,"""将这个 AI 核心完全集成到舰船中，使其能更好地访问所有子系统。""","com/fs/starfarer/coreui/s$9.createDescription - String - ""将这个 AI 核心完全集成到舰船中，使其能更好地访问所有子系统。""",
""" - Increases the AI core's level by %s and grants an additional skill""",com/fs/starfarer/coreui/s$9,""" - 将 AI核心 的等级提高 %s 并获得一项额外技能""","com/fs/starfarer/coreui/s$9.createDescription - String - "" - 将 AI核心 的等级提高 %s 并获得一项额外技能""",
""" - Can not be removed by any means short of scuttling the ship""",com/fs/starfarer/coreui/s$9,""" - 除了主动放弃船只之外无法将其移除""","com/fs/starfarer/coreui/s$9.createDescription - String - "" - 除了主动放弃船只之外无法将其移除""",
""" Unit price""",com/fs/starfarer/campaign/ui/O0oO$o,""" 单价""","com/fs/starfarer/campaign/ui/J$o.<init> - String - "" 单价""",
""" Add industry or structure...""",com/fs/starfarer/campaign/ui/marketinfo/IndustryListPanel,""" 新建工业设施或建筑物...""","com/fs/starfarer/campaign/ui/marketinfo/IndustryListPanel.sizeChanged - String - "" 新建工业设施或建筑物...""",
