RAW,cn.mn,constant,constantCN
"com/fs/starfarer/coreui/refit/Q.<init> - String - ""Strip""",com/fs/starfarer/coreui/refit/Q.<init> ,Strip,清空装配
"com/fs/starfarer/coreui/refit/Q.<init> - String - ""Save""",com/fs/starfarer/coreui/refit/Q.<init> ,Save,保存
"com/fs/starfarer/coreui/refit/Q.<init> - String - ""Weapon groups...""",com/fs/starfarer/coreui/refit/Q.<init> ,Weapon groups...,武器组...
"com/fs/starfarer/coreui/refit/Q.<init> - String - ""Undo""",com/fs/starfarer/coreui/refit/Q.<init> ,Undo,撤消
"com/fs/starfarer/coreui/refit/Q.<init> - String - ""Autofit...""",com/fs/starfarer/coreui/refit/Q.<init> ,Autofit...,装配方案...
"com/fs/starfarer/coreui/refit/Q.<init> - String - ""Restore...""",com/fs/starfarer/coreui/refit/Q.<init> ,Restore...,修复...
"com/fs/starfarer/coreui/refit/Q.<init> - String - ""Run simulation""",com/fs/starfarer/coreui/refit/Q.<init> ,Run simulation,模拟战斗
"com/fs/starfarer/coreui/refit/Q.<init> - String - ""Core variant""",com/fs/starfarer/coreui/refit/Q.<init> ,Core variant,核心装配方案
"com/fs/starfarer/coreui/refit/Q.<init> - String - ""Next w/ free OP""",com/fs/starfarer/coreui/refit/Q.<init> ,Next w/ free OP,下一艘/空闲装配点
"com/fs/starfarer/coreui/refit/Q.<init> - String - ""Player max skills""",com/fs/starfarer/coreui/refit/Q.<init> ,Player max skills,玩家技能全满
"com/fs/starfarer/coreui/refit/Q.<init> - String - ""Enemy max skills""",com/fs/starfarer/coreui/refit/Q.<init> ,Enemy max skills,敌方技能全满
"com/fs/starfarer/coreui/refit/Q.actionPerformed - String - "" Note that the hull will not be affected beyond d-mod removal and will not be converted to the base hull for this ship type.""",com/fs/starfarer/coreui/refit/Q.actionPerformed ,\n\nNote that the hull will not be affected beyond d-mod removal and will not be converted to the base hull for this ship type.,\n\n注意，只会移除 D-插件 而船体的其余部分将不会受影响，且不会恢复至基础船体。
"com/fs/starfarer/coreui/refit/Q.actionPerformed - String - ""Restoration is more expensive than buying a new hull, and is usually reserved only for the rarest ships. Restoring this ship will remove all d-mods from it at the cost of """,com/fs/starfarer/coreui/refit/Q.actionPerformed ,"Restoration is more expensive than buying a new hull, and is usually reserved only for the rarest ships.\n\nRestoring this ship will remove all d-mods from it at the cost of ",修复船体往往远比购买新的船体更昂贵，通常只有最稀有的舰船值得修复。\n\n修复这艘舰船将移除它所有的 D-插件 并花费 
"com/fs/starfarer/coreui/refit/Q.actionPerformed - String - "". You have """,com/fs/starfarer/coreui/refit/Q.actionPerformed ,. You have ,}。你有 
"com/fs/starfarer/coreui/refit/Q.actionPerformed - String - "" available.""",com/fs/starfarer/coreui/refit/Q.actionPerformed , available., 可用。
"com/fs/starfarer/coreui/refit/Q.actionPerformed - String - ""Restore""",com/fs/starfarer/coreui/refit/Q.actionPerformed ,Restore,修复
"com/fs/starfarer/coreui/refit/Q.actionPerformed - String - ""Cancel""",com/fs/starfarer/coreui/refit/Q.actionPerformed ,Cancel,取消
"com/fs/starfarer/coreui/refit/Q.actionPerformed - String - ""Restoration is more expensive than buying a new hull, and is usually reserved only for the rarest ships. Restoring this ship will remove all d-mods from it at the cost of """,com/fs/starfarer/coreui/refit/Q.actionPerformed ,"Restoration is more expensive than buying a new hull, and is usually reserved only for the rarest ships.\n\nRestoring this ship will remove all d-mods from it at the cost of ",修复船体往往远比购买新的船体更昂贵，通常只有最稀有的舰船值得修复。\n\n修复这艘舰船将移除它所有的 D-插件 并花费 
"com/fs/starfarer/coreui/refit/Q.actionPerformed - String - "". You only have """,com/fs/starfarer/coreui/refit/Q.actionPerformed ,. You only have ,}。你只有 
"com/fs/starfarer/coreui/refit/Q.actionPerformed - String - "" available.""",com/fs/starfarer/coreui/refit/Q.actionPerformed , available., 可用。
"com/fs/starfarer/coreui/refit/Q.actionPerformed - String - ""Cancel""",com/fs/starfarer/coreui/refit/Q.actionPerformed ,Cancel,取消
"com/fs/starfarer/coreui/refit/L.createRow - String - ""n / a""",com/fs/starfarer/coreui/refit/L.createRow ,n / a,不适用
"com/fs/starfarer/coreui/refit/L.createRow - String - ""Built-in""",com/fs/starfarer/coreui/refit/L.createRow ,Built-in,内置
"com/fs/starfarer/coreui/refit/L.renderImpl - String - ""n / a""",com/fs/starfarer/coreui/refit/L.renderImpl ,n / a,不适用
"com/fs/starfarer/coreui/refit/L.renderImpl - String - ""Built-in""",com/fs/starfarer/coreui/refit/L.renderImpl ,Built-in,内置
"com/fs/starfarer/coreui/refit/L.renderImpl - String - ""Dock""",com/fs/starfarer/coreui/refit/L.renderImpl ,Dock,船坞
"com/fs/starfarer/campaign/ui/fleet/FleetMemberView.updateRankIcon - String - ""Not enough crew""",com/fs/starfarer/campaign/ui/fleet/FleetMemberView.updateRankIcon ,Not enough crew,没有足够的船员
"com/fs/starfarer/campaign/ui/fleet/FleetMemberView.updateRankIcon - String - ""Crew understrength""",com/fs/starfarer/campaign/ui/fleet/FleetMemberView.updateRankIcon ,Crew understrength,船员数量不足
"com/fs/starfarer/campaign/ui/fleet/FleetMemberView.updateRankIcon - String - "" ordnance points left""",com/fs/starfarer/campaign/ui/fleet/FleetMemberView.updateRankIcon , ordnance points left, 装配点 剩余
"com/fs/starfarer/campaign/ui/fleet/FleetMemberView.updateRankIcon - String - "" ordnance point left""",com/fs/starfarer/campaign/ui/fleet/FleetMemberView.updateRankIcon , ordnance point left, 装配点 剩余
"com/fs/starfarer/campaign/ui/fleet/FleetMemberView.updateRankIcon - String - ""Mothballed""",com/fs/starfarer/campaign/ui/fleet/FleetMemberView.updateRankIcon ,Mothballed,封存
"com/fs/starfarer/coreui/refit/D.advanceImpl - String - ""Credits: """,com/fs/starfarer/coreui/refit/D.advanceImpl ,Credits: ,星币：
"com/fs/starfarer/coreui/k$2.createImpl - String - ""Click to change your name.""",com/fs/starfarer/coreui/k$2.createImpl ,Click to change your name.,点击更改你的名字。
"com/fs/starfarer/coreui/k$6.createImpl - String - ""Using """,com/fs/starfarer/coreui/k$6.createImpl ,Using ,通过花费 
"com/fs/starfarer/coreui/k$6.createImpl - String - "" points enables you to take actions that are in some way exceptional.""",com/fs/starfarer/coreui/k$6.createImpl , points enables you to take actions that are in some way exceptional.,点 可以让你采取一些特殊的行动。
"com/fs/starfarer/coreui/k$6.createImpl - String - "" points""",com/fs/starfarer/coreui/k$6.createImpl , points,点
"com/fs/starfarer/coreui/k$6.createImpl - String - ""The range of effects includes making permanent modifications to ships, improving the effects of skills, officer customization, and getting dialog options that are not otherwise available, such as disengaging unscathed from a battle you do not want.""",com/fs/starfarer/coreui/k$6.createImpl ,"The range of effects includes making permanent modifications to ships, improving the effects of skills, officer customization, and getting dialog options that are not otherwise available, such as disengaging unscathed from a battle you do not want.",效果范围包括对舰船进行永久修改，提高技能的效果，军官的自定义，以及独特的对话选项，比如从一场你不想参加的战斗中无损脱离。
"com/fs/starfarer/coreui/k$6.createImpl - String - ""You will gain %s """,com/fs/starfarer/coreui/k$6.createImpl ,You will gain %s ,你每升一级将可以最多获得 %s 个 
"com/fs/starfarer/coreui/k$6.createImpl - String - "" points over the course of each level. """,com/fs/starfarer/coreui/k$6.createImpl , points over the course of each level. ,点。此外，即便达到了最高等级，
"com/fs/starfarer/coreui/k$6.createImpl - String - ""In addition, you will continue to gain """,com/fs/starfarer/coreui/k$6.createImpl ,"In addition, you will continue to gain ",仍可继续获得 
"com/fs/starfarer/coreui/k$6.createImpl - String - "" points """,com/fs/starfarer/coreui/k$6.createImpl , points ,点
"com/fs/starfarer/coreui/k$6.createImpl - String - ""after reaching the maximum level.""",com/fs/starfarer/coreui/k$6.createImpl ,after reaching the maximum level.,。
"com/fs/starfarer/coreui/k$6.createImpl - String - ""Bonus experience""",com/fs/starfarer/coreui/k$6.createImpl ,Bonus experience,额外经验
"com/fs/starfarer/coreui/k$6.createImpl - String - ""Some uses of """,com/fs/starfarer/coreui/k$6.createImpl ,Some uses of ,从某些特殊选项中花费 
"com/fs/starfarer/coreui/k$6.createImpl - String - "" points grant bonus experience, which doubles your experience gain """,com/fs/starfarer/coreui/k$6.createImpl ," points grant bonus experience, which doubles your experience gain ",点 将给予 额外经验，并使你接下来获得的经验值翻倍，
"com/fs/starfarer/coreui/k$6.createImpl - String - ""until it's used up.""",com/fs/starfarer/coreui/k$6.createImpl ,until it's used up.,直至用完为止。
"com/fs/starfarer/coreui/k$6.createImpl - String - ""bonus experience""",com/fs/starfarer/coreui/k$6.createImpl ,bonus experience,额外经验
"com/fs/starfarer/coreui/k$6.createImpl - String - ""The less long-term or impactful the use, the more bonus experience it grants. %s bonus experience means ""enough to earn an extra """,com/fs/starfarer/coreui/k$6.createImpl ,"The less long-term or impactful the use, the more bonus experience it grants. %s bonus experience means ""enough to earn an extra ","%s 额外经验 奖励意味着 ""你足够获得一个额外的 "
"com/fs/starfarer/coreui/k$6.createImpl - String - "" point"", eventually compensating """,com/fs/starfarer/coreui/k$6.createImpl ," point"", eventually compensating ","点""，或者用以"
"com/fs/starfarer/coreui/k$6.createImpl - String - ""for the use of the """,com/fs/starfarer/coreui/k$6.createImpl ,for the use of the ,弥补你曾花费的 
"com/fs/starfarer/coreui/k$6.createImpl - String - "" point entirely.""",com/fs/starfarer/coreui/k$6.createImpl , point entirely.,点。
"com/fs/starfarer/coreui/k$6.createImpl - String - ""Some of the bonus experience is granted immediately, while the remainder is gained on reaching the maximum level.""",com/fs/starfarer/coreui/k$6.createImpl ,"Some of the bonus experience is granted immediately, while the remainder is gained on reaching the maximum level.", 学会了 精英技能 - 
"com/fs/starfarer/coreui/k$5.createImpl - String - ""Learning a skill requires one skill point. Some skills can be made ""elite"" after they are learned, this requires a """,com/fs/starfarer/coreui/k$5.createImpl ,"Learning a skill requires one skill point. Some skills can be made ""elite"" after they are learned, this requires a ",学习一个技能需要一个技能点。而有些技能在学习后可通过花费一个 
"com/fs/starfarer/coreui/k$5.createImpl - String - "" point instead of a skill point.""",com/fs/starfarer/coreui/k$5.createImpl , point instead of a skill point.,"点 来将其升级成 ""精英技能""."
"com/fs/starfarer/coreui/k$5.createImpl - String - "" point""",com/fs/starfarer/coreui/k$5.createImpl , point,点
"com/fs/starfarer/coreui/k$5.createImpl - String - ""You've reached the maximum level and will not gain any more skill points.""",com/fs/starfarer/coreui/k$5.createImpl ,You've reached the maximum level and will not gain any more skill points.,你已达到最高等级，所以无法再获得任何技能点。
"com/fs/starfarer/coreui/k$5.createImpl - String - ""points""",com/fs/starfarer/coreui/k$5.createImpl ,points,点
"com/fs/starfarer/coreui/k$5.createImpl - String - ""point""",com/fs/starfarer/coreui/k$5.createImpl ,point,点
"com/fs/starfarer/coreui/k$5.createImpl - String - ""You will gain %s skill """,com/fs/starfarer/coreui/k$5.createImpl ,You will gain %s skill ,当你等级提升时，你将获得 %s 个技能
"com/fs/starfarer/coreui/k$5.createImpl - String - "" when you level up. In total, """,com/fs/starfarer/coreui/k$5.createImpl ," when you level up. In total, ",。在你达到最高等级后，
"com/fs/starfarer/coreui/k$5.createImpl - String - ""%s skill points will be available after you reach the maximum level.""",com/fs/starfarer/coreui/k$5.createImpl ,%s skill points will be available after you reach the maximum level.,将总共获得 %s 个技能点。
"com/fs/starfarer/coreui/k$4.createImpl - String - ""You do not have any skills to reassign.""",com/fs/starfarer/coreui/k$4.createImpl ,You do not have any skills to reassign.,你没有任何技能可供重新分配。
"com/fs/starfarer/coreui/k$4.createImpl - String - ""Reassigning your skills requires a """,com/fs/starfarer/coreui/k$4.createImpl ,Reassigning your skills requires a ,重新分配你的技能需要花费一个 
"com/fs/starfarer/coreui/k$4.createImpl - String - "" point.""",com/fs/starfarer/coreui/k$4.createImpl , point.,点。
"com/fs/starfarer/coreui/OOoo.O?O000 - String - ""level """,com/fs/starfarer/coreui/OOoo.O?O000 ,level ,等级 
"com/fs/starfarer/coreui/A/OoOO.o00000 - String - "", """,com/fs/starfarer/coreui/A/OoOO.o00000 ,", ",""""
"com/fs/starfarer/coreui/A/OoOO.o00000 - String - ""Unsurveyed""",com/fs/starfarer/coreui/A/OoOO.o00000 ,Unsurveyed,""" "
"com/fs/starfarer/coreui/A/OoOO.o00000 - String - ""Preliminary survey completed""",com/fs/starfarer/coreui/A/OoOO.o00000 ,Preliminary survey completed,已初步调查
"com/fs/starfarer/coreui/A/OoOO.o00000 - String - ""Required to survey""",com/fs/starfarer/coreui/A/OoOO.o00000 ,Required to survey,调查所需资源
"com/fs/starfarer/coreui/A/OoOO.o00000 - String - ""Quantity""",com/fs/starfarer/coreui/A/OoOO.o00000 ,Quantity,所需资源 (可用) 
"com/fs/starfarer/coreui/A/OoOO.o00000 - String - "")""",com/fs/starfarer/coreui/A/OoOO.o00000 ,),) 
"com/fs/starfarer/coreui/A/OoOO.o00000 - String - "")""",com/fs/starfarer/coreui/A/OoOO.o00000 ,),) 
"com/fs/starfarer/coreui/A/OoOO.o00000 - String - ""Fully surveyed""",com/fs/starfarer/coreui/A/OoOO.o00000 ,Fully surveyed,已全面调查
"com/fs/starfarer/coreui/A/OoOO.o00000 - String - ""Has unexplored ruins""",com/fs/starfarer/coreui/A/OoOO.o00000 ,Has unexplored ruins,有未勘探的遗迹
"com/fs/starfarer/coreui/A/OoOO.o00000 - String - ""orbital station""",com/fs/starfarer/coreui/A/OoOO.o00000 ,orbital station,轨道站
"com/fs/starfarer/coreui/A/OoOO.o00000 - String - "" world""",com/fs/starfarer/coreui/A/OoOO.o00000 , world, 行星
"com/fs/starfarer/coreui/A/OoOO.o00000 - String - "" (military)""",com/fs/starfarer/coreui/A/OoOO.o00000 , (military), (军方) 
"com/fs/starfarer/coreui/A/OoOO.o00000 - String - "" (size """,com/fs/starfarer/coreui/A/OoOO.o00000 , (size , (规模 
"com/fs/starfarer/coreui/A/OoOO.o00000 - String - "")""",com/fs/starfarer/coreui/A/OoOO.o00000 ,),) 
"com/fs/starfarer/loading/ShipHullSpreadsheetLoader.o00000 - String - ""<missing name>""",com/fs/starfarer/loading/ShipHullSpreadsheetLoader.o00000 ,<\nmissing name>\n,<名称 读取失败>
"com/fs/starfarer/loading/ShipHullSpreadsheetLoader.o00000 - String - ""<no designation>""",com/fs/starfarer/loading/ShipHullSpreadsheetLoader.o00000 ,<\nno designation>\n,<设计类型 读取失败>
"com/fs/starfarer/loading/ShipHullSpreadsheetLoader.o00000 - String - ""Common""",com/fs/starfarer/loading/ShipHullSpreadsheetLoader.o00000 ,Common,普通
"com/fs/starfarer/loading/ShipHullSpreadsheetLoader.o00000 - String - ""Common""",com/fs/starfarer/loading/ShipHullSpreadsheetLoader.o00000 ,Common,普通
"com/fs/starfarer/loading/ShipHullSpreadsheetLoader.o00000 - String - ""Standard""",com/fs/starfarer/loading/ShipHullSpreadsheetLoader.o00000 ,Standard,标准
"com/fs/starfarer/loading/ShipHullSpreadsheetLoader.o00000 - String - ""Custom""",com/fs/starfarer/loading/ShipHullSpreadsheetLoader.o00000 ,Custom,特装
"com/fs/starfarer/campaign/ui/intel/H$OOo.<init> - String - ""Not required""",com/fs/starfarer/campaign/ui/intel/H$OOo.<init> ,Not required,#N/A
"com/fs/starfarer/ui/newui/O0Oo.??0000 - String - ""Missions - """,com/fs/starfarer/ui/newui/O0Oo.??0000 ,Missions - ,任务 - 
"com/fs/starfarer/ui/newui/O0Oo.??0000 - String - "" Available missions""",com/fs/starfarer/ui/newui/O0Oo.??0000 ,  Available missions,  可接受任务
"com/fs/starfarer/ui/newui/O0Oo.??0000 - String - ""Dismiss""",com/fs/starfarer/ui/newui/O0Oo.??0000 ,Dismiss,离开
"com/fs/starfarer/ui/newui/O0Oo.??0000 - String - ""Back""",com/fs/starfarer/ui/newui/O0Oo.??0000 ,Back,返回
"com/fs/starfarer/ui/newui/O0Oo.??0000 - String - ""No available postings""",com/fs/starfarer/ui/newui/O0Oo.??0000 ,No available postings,没有匹配的信息
"com/fs/starfarer/ui/newui/O0Oo.??0000 - String - ""Comm Directory - """,com/fs/starfarer/ui/newui/O0Oo.??0000 ,Comm Directory - ,通讯目录 - 
"com/fs/starfarer/ui/newui/O0Oo.??0000 - String - "" Organizational & aggregate listings""",com/fs/starfarer/ui/newui/O0Oo.??0000 ,  Organizational & aggregate listings,  组织和团体列表
