LDC97,class97,LDC96CN
"""The historian thanks you for your help.""",com/fs/starfarer/api/impl/campaign/intel/bar/events/historian/DonationOffer,"""历史学家对你的帮助而表示诚挚的谢意。"""
"""The historian cooperates in changing topics.""",com/fs/starfarer/api/impl/campaign/intel/bar/events/historian/DonationOffer,"""历史学家知趣的开始讨论着另一个话题。"""
"""+30% chance to recover weapons and fighter LPCs from own ships lost in battle""",com/fs/starfarer/api/impl/campaign/skills/RecoveryOperations$Level1,"""+30% 概率在战后修复 我方被击沉舰船上的武器和战机芯片"""
"""The base chance to be recoverable is %d%% for disabled enemy ships, and %d%% for your ships. The base chance for weapons from disabled enemy ships to be recovered is %d%%, and %d%% for weapons from your ships. Ships that have broken apart have half the chance to be recoverable and always suffer lasting structural damage.""",com/fs/starfarer/api/impl/campaign/skills/RecoveryOperations$Level0,#N/A
"""Recovered ships have fewer d-mods on average""",com/fs/starfarer/api/impl/campaign/skills/RecoveryOperations$Level3,"""降低修复停机舰船时出现 D-插件 的概率"""
"""+25% chance to recover disabled ships after battle""",com/fs/starfarer/api/impl/campaign/skills/RecoveryOperations$Level2,"""+25% 在战后修复停机舰船的概率"""
"""Hand-me-down Freighter""",com/fs/starfarer/api/impl/campaign/missions/HandMeDownFreighter,"""二手货舰"""
"""Items delivered to %s""",com/fs/starfarer/api/impl/campaign/intel/misc/ProductionReportIntel,"""已交付到 %s"""
"""Items delivered to %s %s """,com/fs/starfarer/api/impl/campaign/intel/misc/ProductionReportIntel,"""已交付到 %s %s """
""" ago""",com/fs/starfarer/api/impl/campaign/intel/misc/ProductionReportIntel,""" 前"""
"""Cost this month: %s""",com/fs/starfarer/api/impl/campaign/intel/misc/ProductionReportIntel,"""本月订单成本：%s"""
"""A total of %s worth of production effort has been put into projects that have not yet been completed.""",com/fs/starfarer/api/impl/campaign/intel/misc/ProductionReportIntel,"""共有 %s 的生产能力被投入到未完成的项目中。"""
"""No production work was done this month due to a lack of funds.""",com/fs/starfarer/api/impl/campaign/intel/misc/ProductionReportIntel,"""由于缺乏资金，导致本月的生产计划被迫中止。"""
"""Production and other resource and ship hull acquisition completed during the last month.""",com/fs/starfarer/api/impl/campaign/intel/misc/ProductionReportIntel,"""上个月完成的生产以及资源与船体的采购。"""
"""Weapons, supplies, and other cargo:""",com/fs/starfarer/api/impl/campaign/intel/misc/ProductionReportIntel,"""武器，补给以及其他物资："""
"""Ship hulls with basic armaments:""",com/fs/starfarer/api/impl/campaign/intel/misc/ProductionReportIntel,"""配备基本武器的船体："""
"""Production""",com/fs/starfarer/api/impl/campaign/intel/misc/ProductionReportIntel,"""生产报告"""
"""Production""",com/fs/starfarer/api/impl/campaign/intel/misc/ProductionReportIntel,"""生产报告"""
"""Production Report""",com/fs/starfarer/api/impl/campaign/intel/misc/ProductionReportIntel,"""生产报告"""
"""... the possible location of a blueprint (""",com/fs/starfarer/api/impl/campaign/intel/bar/events/historian/ShipBlueprintOffer,"""... 蓝图可能存在的位置 ("""
"""Learned location of """,com/fs/starfarer/api/impl/campaign/intel/bar/events/historian/ShipBlueprintOffer,"""已经获悉了 """
""" blueprint""",com/fs/starfarer/api/impl/campaign/intel/bar/events/historian/ShipBlueprintOffer,""" 蓝图的位置"""
"""Ship Blueprint""",com/fs/starfarer/api/impl/campaign/intel/bar/events/historian/ShipBlueprintOffer,"""舰船蓝图"""
""" Blueprint - Recovered""",com/fs/starfarer/api/impl/campaign/intel/bar/events/historian/ShipBlueprintOffer,""" 蓝图 - 恢复"""
""" Blueprint Location""",com/fs/starfarer/api/impl/campaign/intel/bar/events/historian/ShipBlueprintOffer,""" 蓝图位置"""
"""reduced peak time""",com/fs/starfarer/api/impl/combat/BattleCreationPluginImpl$1,"""峰值时间缩短"""
"""faster CR degradation""",com/fs/starfarer/api/impl/combat/BattleCreationPluginImpl$1,"""战备值 (CR) 消耗速度加快"""
"""-""",com/fs/starfarer/api/impl/combat/BattleCreationPluginImpl$2,#N/A
"""%""",com/fs/starfarer/api/impl/combat/BattleCreationPluginImpl$2,#N/A
"""-""",com/fs/starfarer/api/impl/combat/BattleCreationPluginImpl$2,#N/A
"""%""",com/fs/starfarer/api/impl/combat/BattleCreationPluginImpl$2,#N/A
"""Abyssal hyperspace""",com/fs/starfarer/api/impl/combat/BattleCreationPluginImpl$2,#N/A
""" top speed""",com/fs/starfarer/api/impl/combat/BattleCreationPluginImpl$2,#N/A
"""Abyssal hyperspace""",com/fs/starfarer/api/impl/combat/BattleCreationPluginImpl$2,#N/A
""" missle speed / range""",com/fs/starfarer/api/impl/combat/BattleCreationPluginImpl$2,#N/A
"""abyssal""",com/fs/starfarer/api/impl/combat/BattleCreationPluginImpl$2,#N/A
"""Originally designed by the Tri-Tachyon Corporation for use on its combat droneships, the coherence field strength has to be dialed down to allow operation on crewed vessels.""",com/fs/starfarer/api/impl/hullmods/EnergyBoltCoherer,"""Originally designed by the Tri-Tachyon Corporation for use on its combat droneships, the coherence field strength has to be dialed down to allow operation on crewed vessels."""
"""The coherence field is unstable under combat conditions, with stresses on the hull resulting in spot failures that release bursts of lethal radiation. Crew casualties in combat are increased by %s.""",com/fs/starfarer/api/impl/hullmods/EnergyBoltCoherer,"""The coherence field is unstable under combat conditions, with stresses on the hull resulting in spot failures that release bursts of lethal radiation. Crew casualties in combat are increased by %s."""
"""Since the base range is increased, this range modifier - unlike most other flat modifiers in the game - is increased by percentage modifiers from other hullmods and skills.""",com/fs/starfarer/api/impl/hullmods/EnergyBoltCoherer,"""Since the base range is increased, this range modifier - unlike most other flat modifiers in the game - is increased by percentage modifiers from other hullmods and skills."""
""" - Low""",com/fs/starfarer/api/impl/campaign/WarningBeaconEntityPlugin,""" - 低"""
""" - Medium""",com/fs/starfarer/api/impl/campaign/WarningBeaconEntityPlugin,""" - 普通"""
""" - High""",com/fs/starfarer/api/impl/campaign/WarningBeaconEntityPlugin,""" - 高"""
"""low""",com/fs/starfarer/api/impl/campaign/WarningBeaconEntityPlugin,"""低"""
"""medium""",com/fs/starfarer/api/impl/campaign/WarningBeaconEntityPlugin,"""普通"""
"""high""",com/fs/starfarer/api/impl/campaign/WarningBeaconEntityPlugin,"""高"""
""" - Danger level: """,com/fs/starfarer/api/impl/campaign/WarningBeaconEntityPlugin,""" - 威胁水平:"""
"""wormhole terminus """,com/fs/starfarer/api/impl/campaign/shared/WormholeManager,#N/A
"""Wormhole Terminus """,com/fs/starfarer/api/impl/campaign/shared/WormholeManager,#N/A
"""Deep Space""",com/fs/starfarer/api/impl/campaign/enc/AbyssalRogueStellarObjectEPEC,#N/A
"""Deep Space""",com/fs/starfarer/api/impl/campaign/enc/AbyssalRogueStellarObjectEPEC,#N/A
"""Tactical bombardment of Hesperus""",com/fs/starfarer/api/impl/campaign/intel/events/HAHersperusTacBombardmentFactor,#N/A
""" suffers damage from """,com/fs/starfarer/api/impl/campaign/abilities/DurationAbilityWithCost2,#N/A
""" activation""",com/fs/starfarer/api/impl/campaign/abilities/DurationAbilityWithCost2,#N/A
"""""",com/fs/starfarer/api/impl/campaign/abilities/DurationAbilityWithCost2,#N/A
""" Prevents combat readiness recovery while active.""",com/fs/starfarer/api/impl/campaign/abilities/DurationAbilityWithCost2,#N/A
"""Consumes %s fuel and reduces the combat readiness of all ships, costing up to %s supplies to recover.""",com/fs/starfarer/api/impl/campaign/abilities/DurationAbilityWithCost2,#N/A
"""Reduces the combat readiness of all ships, costing up to %s supplies to recover.""",com/fs/starfarer/api/impl/campaign/abilities/DurationAbilityWithCost2,#N/A
"""Consumes %s fuel.""",com/fs/starfarer/api/impl/campaign/abilities/DurationAbilityWithCost2,#N/A
"""Not enough fuel.""",com/fs/starfarer/api/impl/campaign/abilities/DurationAbilityWithCost2,#N/A
"""Some ships don't have enough combat readiness and may suffer damage if the ability is activated:""",com/fs/starfarer/api/impl/campaign/abilities/DurationAbilityWithCost2,#N/A
"""may suffer damage""",com/fs/starfarer/api/impl/campaign/abilities/DurationAbilityWithCost2,#N/A
""" ... and several other ships""",com/fs/starfarer/api/impl/campaign/abilities/DurationAbilityWithCost2,#N/A
"""""",com/fs/starfarer/api/impl/campaign/abilities/DurationAbilityWithCost2,#N/A
""", """,com/fs/starfarer/api/impl/campaign/abilities/DurationAbilityWithCost2,#N/A
""" """,com/fs/starfarer/api/impl/campaign/abilities/DurationAbilityWithCost2,#N/A
"""Are you sure you want to permanently delete this fleet log entry?""",com/fs/starfarer/api/impl/campaign/intel/BaseIntelPlugin,"""你确定要永久删除该日志吗？"""
"""Confirm""",com/fs/starfarer/api/impl/campaign/intel/BaseIntelPlugin,"""确认"""
"""Cancel""",com/fs/starfarer/api/impl/campaign/intel/BaseIntelPlugin,"""取消"""
"""Delete log entry""",com/fs/starfarer/api/impl/campaign/intel/BaseIntelPlugin,"""删除该日志"""
"""days""",com/fs/starfarer/api/impl/campaign/intel/BaseIntelPlugin,"""天"""
"""day""",com/fs/starfarer/api/impl/campaign/intel/BaseIntelPlugin,"""天"""
"""days""",com/fs/starfarer/api/impl/campaign/intel/BaseIntelPlugin,"""天"""
"""day""",com/fs/starfarer/api/impl/campaign/intel/BaseIntelPlugin,"""天"""
""" (size %s, %s)""",com/fs/starfarer/api/impl/campaign/intel/BaseIntelPlugin,""" (规模为 %s, %s) """
"""Colony""",com/fs/starfarer/api/impl/campaign/intel/BaseIntelPlugin,#N/A
"""Faction""",com/fs/starfarer/api/impl/campaign/intel/BaseIntelPlugin,#N/A
"""Size""",com/fs/starfarer/api/impl/campaign/intel/BaseIntelPlugin,#N/A
"""None""",com/fs/starfarer/api/impl/campaign/intel/BaseIntelPlugin,#N/A
"""taking control of """,com/fs/starfarer/api/impl/campaign/procgen/themes/BaseAssignmentAI,"""正在控制 """
"""moving to take control of """,com/fs/starfarer/api/impl/campaign/procgen/themes/BaseAssignmentAI,"""正在前往并控制 """
"""moving to construct """,com/fs/starfarer/api/impl/campaign/procgen/themes/BaseAssignmentAI,"""正在前往并建造 """
"""raiding """,com/fs/starfarer/api/impl/campaign/procgen/themes/BaseAssignmentAI,"""正在突袭 """
"""moving to raid """,com/fs/starfarer/api/impl/campaign/procgen/themes/BaseAssignmentAI,"""正在前往并突袭 """
"""+%s seconds peak operating time for combat phase ships (maximum: %s)""",com/fs/starfarer/api/impl/campaign/skills/PhaseCorps$Level3,"""+%s 秒战斗相位舰船的峰值时间 (最高：%s) """
"""+%s top speed and acceleration while phase cloak active (maximum: %s)""",com/fs/starfarer/api/impl/campaign/skills/PhaseCorps$Level3,"""+%s 相位隐形下的最高航速与加速度 (最高：%s) """
"""+%s to sensor strength of combat phase ships* (maximum: %s)""",com/fs/starfarer/api/impl/campaign/skills/PhaseCorps$Level3,"""+%s 战斗相位舰船的探测范围 (最高：%s) """
"""an independent world""",com/fs/starfarer/api/impl/campaign/intel/group/TTMercenaryReversedAttack,#N/A
"""TTMA""",com/fs/starfarer/api/impl/campaign/intel/group/TTMercenaryReversedAttack,#N/A
"""TTMAR""",com/fs/starfarer/api/impl/campaign/intel/group/TTMercenaryReversedAttack,#N/A
"""mercenary attack""",com/fs/starfarer/api/impl/campaign/intel/group/TTMercenaryReversedAttack,#N/A
"""Mercenary Counter-raid""",com/fs/starfarer/api/impl/campaign/intel/group/TTMercenaryReversedAttack,#N/A
"""Colony threats""",com/fs/starfarer/api/impl/campaign/intel/group/TTMercenaryReversedAttack,#N/A
"""Engage the automated defenses""",com/fs/starfarer/api/impl/campaign/rulecmd/salvage/SalvageDefenderInteraction,"""摧毁自动防御系统"""
"""Re-engage the automated defenses""",com/fs/starfarer/api/impl/campaign/rulecmd/salvage/SalvageDefenderInteraction,"""重新启动自动防御"""
"""Continue""",com/fs/starfarer/api/impl/campaign/rulecmd/salvage/SalvageDefenderInteraction,"""继续"""
"""Military""",com/fs/starfarer/api/impl/campaign/intel/group/FleetGroupIntel,#N/A
"""Colony threats""",com/fs/starfarer/api/impl/campaign/intel/group/FleetGroupIntel,#N/A
"""Colony threats""",com/fs/starfarer/api/impl/campaign/intel/group/FleetGroupIntel,#N/A
"""Fleet Group Movement""",com/fs/starfarer/api/impl/campaign/intel/group/FleetGroupIntel,#N/A
""" - Successful""",com/fs/starfarer/api/impl/campaign/intel/group/FleetGroupIntel,#N/A
""" - Aborted""",com/fs/starfarer/api/impl/campaign/intel/group/FleetGroupIntel,#N/A
""" - Failed""",com/fs/starfarer/api/impl/campaign/intel/group/FleetGroupIntel,#N/A
""" - Defeated""",com/fs/starfarer/api/impl/campaign/intel/group/FleetGroupIntel,#N/A
"""Faction: """,com/fs/starfarer/api/impl/campaign/intel/group/FleetGroupIntel,#N/A
"""Arrived at """,com/fs/starfarer/api/impl/campaign/intel/group/FleetGroupIntel,#N/A
""" system""",com/fs/starfarer/api/impl/campaign/intel/group/FleetGroupIntel,#N/A
""" system""",com/fs/starfarer/api/impl/campaign/intel/group/FleetGroupIntel,#N/A
"""""",com/fs/starfarer/api/impl/campaign/intel/group/FleetGroupIntel,#N/A
""" nebula""",com/fs/starfarer/api/impl/campaign/intel/group/FleetGroupIntel,#N/A
""" nebula""",com/fs/starfarer/api/impl/campaign/intel/group/FleetGroupIntel,#N/A
"""""",com/fs/starfarer/api/impl/campaign/intel/group/FleetGroupIntel,#N/A
""" star system""",com/fs/starfarer/api/impl/campaign/intel/group/FleetGroupIntel,#N/A
""" star system""",com/fs/starfarer/api/impl/campaign/intel/group/FleetGroupIntel,#N/A
"""""",com/fs/starfarer/api/impl/campaign/intel/group/FleetGroupIntel,#N/A
"""Fleet deployment imminent""",com/fs/starfarer/api/impl/campaign/intel/group/FleetGroupIntel,#N/A
"""day""",com/fs/starfarer/api/impl/campaign/intel/group/FleetGroupIntel,#N/A
"""days""",com/fs/starfarer/api/impl/campaign/intel/group/FleetGroupIntel,#N/A
"""Estimated %s """,com/fs/starfarer/api/impl/campaign/intel/group/FleetGroupIntel,#N/A
""" until fleet deployment""",com/fs/starfarer/api/impl/campaign/intel/group/FleetGroupIntel,#N/A
"""Departure imminent""",com/fs/starfarer/api/impl/campaign/intel/group/FleetGroupIntel,#N/A
"""day""",com/fs/starfarer/api/impl/campaign/intel/group/FleetGroupIntel,#N/A
"""days""",com/fs/starfarer/api/impl/campaign/intel/group/FleetGroupIntel,#N/A
"""Estimated %s """,com/fs/starfarer/api/impl/campaign/intel/group/FleetGroupIntel,#N/A
""" until departure""",com/fs/starfarer/api/impl/campaign/intel/group/FleetGroupIntel,#N/A
"""Operating in the """,com/fs/starfarer/api/impl/campaign/intel/group/FleetGroupIntel,#N/A
"""Departed for """,com/fs/starfarer/api/impl/campaign/intel/group/FleetGroupIntel,#N/A
"""Returning to """,com/fs/starfarer/api/impl/campaign/intel/group/FleetGroupIntel,#N/A
"""day""",com/fs/starfarer/api/impl/campaign/intel/group/FleetGroupIntel,#N/A
"""days""",com/fs/starfarer/api/impl/campaign/intel/group/FleetGroupIntel,#N/A
""" until arrival""",com/fs/starfarer/api/impl/campaign/intel/group/FleetGroupIntel,#N/A
""" until return""",com/fs/starfarer/api/impl/campaign/intel/group/FleetGroupIntel,#N/A
""" to """,com/fs/starfarer/api/impl/campaign/intel/group/FleetGroupIntel,#N/A
""" at """,com/fs/starfarer/api/impl/campaign/intel/group/FleetGroupIntel,#N/A
"""Estimated %s """,com/fs/starfarer/api/impl/campaign/intel/group/FleetGroupIntel,#N/A
"""Arrival at """,com/fs/starfarer/api/impl/campaign/intel/group/FleetGroupIntel,#N/A
