LDC_96a,Class,LDC__95.1CN,RAW_95.1CN
"""Return to carrier (""",com/fs/starfarer/combat/P,"""返回母舰 (""","com/fs/starfarer/combat/public.String - String - ""返回母舰 ("""
"""Retreat""",com/fs/starfarer/combat/P,"""撤退""","com/fs/starfarer/combat/public.String - String - ""撤退"""
""" effect""",com/fs/starfarer/combat/systems/F,""" 的效果""","com/fs/starfarer/combat/systems/F.getStatModId - String - "" 的效果"""
"""requires zero flux boost""",com/fs/starfarer/combat/systems/F,"""需要零幅能加速""","com/fs/starfarer/combat/systems/F.advance - String - ""需要零幅能加速"""
"""thruster controls locked""",com/fs/starfarer/combat/systems/F,"""推进器控制锁定""","com/fs/starfarer/combat/systems/F.advance - String - ""推进器控制锁定"""
"""maneuvering jets disabled""",com/fs/starfarer/combat/systems/F,"""禁用姿态控制""","com/fs/starfarer/combat/systems/F.advance - String - ""禁用姿态控制"""
"""weapon systems disabled""",com/fs/starfarer/combat/systems/F,"""禁用武器系统""","com/fs/starfarer/combat/systems/F.advance - String - ""禁用武器系统"""
"""venting disabled""",com/fs/starfarer/combat/systems/F,"""禁用幅能排放""","com/fs/starfarer/combat/systems/F.advance - String - ""禁用幅能排放"""
"""shields disabled""",com/fs/starfarer/combat/systems/F,"""禁用护盾""","com/fs/starfarer/combat/systems/F.advance - String - ""禁用护盾"""
"""special disabled""",com/fs/starfarer/combat/systems/F,"""禁用特殊系统""","com/fs/starfarer/combat/systems/F.advance - String - ""禁用特殊系统"""
"""cloak disabled""",com/fs/starfarer/combat/systems/F,"""禁用相位线圈""","com/fs/starfarer/combat/systems/F.advance - String - ""禁用相位线圈"""
"""no flux dissipation""",com/fs/starfarer/combat/systems/F,"""无法耗散幅能""","com/fs/starfarer/combat/systems/F.advance - String - ""无法耗散幅能"""
"""no hard flux dissipation""",com/fs/starfarer/combat/systems/F,"""无法耗散硬幅能""","com/fs/starfarer/combat/systems/F.advance - String - ""无法耗散硬幅能"""
"""Overload!""",com/fs/starfarer/combat/systems/interface,"""过载!""","com/fs/starfarer/combat/systems/o00OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO.raiseFlux - String - ""过载!"""
"""reloading """,com/fs/starfarer/combat/systems/K,"""装填了 ""","com/fs/starfarer/combat/systems/o0oO.advanceImpl - String - ""装填了 """
""" weapon""",com/fs/starfarer/combat/systems/K,""" 武器""","com/fs/starfarer/combat/systems/o0oO.advanceImpl - String - "" 武器"""
"""reloading """,com/fs/starfarer/combat/systems/K,"""装填了 ""","com/fs/starfarer/combat/systems/o0oO.advanceImpl - String - ""装填了 """
""" weapons""",com/fs/starfarer/combat/systems/K,""" 武器""","com/fs/starfarer/combat/systems/o0oO.advanceImpl - String - "" 武器"""
"""no weapons to reload""",com/fs/starfarer/combat/systems/K,"""没有消耗弹药的武器""","com/fs/starfarer/combat/systems/o0oO.advanceImpl - String - ""没有消耗弹药的武器"""
"""free roam""",com/fs/starfarer/combat/systems/Oo0O,"""自由模式""","com/fs/starfarer/combat/systems/N.advanceImpl - String - ""自由模式"""
"""in holding pattern""",com/fs/starfarer/combat/systems/Oo0O,"""护航模式""","com/fs/starfarer/combat/systems/N.advanceImpl - String - ""护航模式"""
"""deploying drones""",com/fs/starfarer/combat/systems/Oo0O,"""部署无人机""","com/fs/starfarer/combat/systems/N.advanceImpl - String - ""部署无人机"""
"""all drones recalled""",com/fs/starfarer/combat/systems/Oo0O,"""回收所有无人机""","com/fs/starfarer/combat/systems/N.advanceImpl - String - ""回收所有无人机"""
"""recalling""",com/fs/starfarer/combat/systems/Oo0O,"""回收中""","com/fs/starfarer/combat/systems/N.advanceImpl - String - ""回收中"""
"""1 deployed""",com/fs/starfarer/combat/systems/Oo0O,"""1 架无人机已部署""","com/fs/starfarer/combat/systems/N.advanceImpl - String - ""1 架无人机已部署"""
""" deployed""",com/fs/starfarer/combat/systems/Oo0O,""" 架无人机已部署""","com/fs/starfarer/combat/systems/N.advanceImpl - String - "" 架无人机已部署"""
"""no drones left""",com/fs/starfarer/combat/systems/Oo0O,"""没有无人机剩余""","com/fs/starfarer/combat/systems/N.advanceImpl - String - ""没有无人机剩余"""
"""launching drone""",com/fs/starfarer/combat/systems/Oo0O,"""释放无人机""","com/fs/starfarer/combat/systems/N.advanceImpl - String - ""释放无人机"""
"""EMP countermeasures primed""",com/fs/starfarer/combat/systems/String,#N/A,#N/A
"""Allied forces are now in a full retreat!""",com/fs/starfarer/combat/tasks/CombatTaskManager,"""盟军正在全面撤退!""","com/fs/starfarer/combat/tasks/CombatTaskManager.orderFullRetreat - String - ""盟军正在全面撤退!"""
"""Your fleet is in a full retreat! No further orders will be carried out.""",com/fs/starfarer/combat/tasks/CombatTaskManager,"""你的舰队已经开始全面撤退! 将无法下达任何命令.""","com/fs/starfarer/combat/tasks/CombatTaskManager.orderFullRetreat - String - ""你的舰队已经开始全面撤退! 将无法下达任何命令."""
"""Assigning fleet members to tasks""",com/fs/starfarer/combat/tasks/CombatTaskManager,"""舰队成员任务分配""","com/fs/starfarer/combat/tasks/CombatTaskManager.advance - String - ""舰队成员任务分配"""
"""Starting to fill tasks""",com/fs/starfarer/combat/tasks/CombatTaskManager,"""开始填充任务""","com/fs/starfarer/combat/tasks/CombatTaskManager.fillTasks - String - ""开始填充任务"""
"""Considering """,com/fs/starfarer/combat/tasks/CombatTaskManager,"""鉴于 ""","com/fs/starfarer/combat/tasks/CombatTaskManager.fillTasks - String - ""鉴于 """
"""Done filling tasks""",com/fs/starfarer/combat/tasks/CombatTaskManager,"""完成填充任务""","com/fs/starfarer/combat/tasks/CombatTaskManager.fillTasks - String - ""完成填充任务"""
"""Assigned """,com/fs/starfarer/combat/tasks/CombatTaskManager,"""分配 ""","com/fs/starfarer/combat/tasks/CombatTaskManager.o00000 - String - ""分配 """
"""Task """,com/fs/starfarer/combat/tasks/CombatTaskManager,"""任务 ""","com/fs/starfarer/combat/tasks/CombatTaskManager.o00000 - String - ""任务 """
""" at """,com/fs/starfarer/combat/tasks/CombatTaskManager,""" 去 ""","com/fs/starfarer/combat/tasks/CombatTaskManager.o00000 - String - "" 去 """
"""Reassigning fleet members (in response to UI actions)""",com/fs/starfarer/combat/tasks/CombatTaskManager,"""重新分配舰队成员 (针对 UI 操作)""","com/fs/starfarer/combat/tasks/CombatTaskManager.reassignPlayerShipsOnly - String - ""重新分配舰队成员 (针对 UI 操作)"""
"""Reassigning fleet members (from Admiral AI)""",com/fs/starfarer/combat/tasks/CombatTaskManager,"""重新分配舰队成员 (来自 AI 命令)""","com/fs/starfarer/combat/tasks/CombatTaskManager.reassign - String - ""重新分配舰队成员 (来自 AI 命令)"""
"""Confirm""",com/fs/starfarer/coreui/A,"""确认""","com/fs/starfarer/coreui/private.sizeChanged - String - ""确认"""
"""Cancel""",com/fs/starfarer/coreui/A,"""取消""","com/fs/starfarer/coreui/private.sizeChanged - String - ""取消"""
"""stored""",com/fs/starfarer/coreui/a$1,"""战备""","com/fs/starfarer/coreui/Y$1.Õ00000 - String - ""战备"""
"""halted""",com/fs/starfarer/coreui/a$1,"""封存""","com/fs/starfarer/coreui/Y$1.Õ00000 - String - ""封存"""
"""halted""",com/fs/starfarer/coreui/a$1,"""封存""","com/fs/starfarer/coreui/Y$1.Õ00000 - String - ""封存"""
"""halted""",com/fs/starfarer/coreui/a$2,"""封存""","com/fs/starfarer/coreui/Y$2.Õ00000 - String - ""封存"""
"""halted""",com/fs/starfarer/coreui/a$2,"""封存""","com/fs/starfarer/coreui/Y$2.Õ00000 - String - ""封存"""
"""halted""",com/fs/starfarer/coreui/a$2,"""封存""","com/fs/starfarer/coreui/Y$2.Õ00000 - String - ""封存"""
"""out of supplies""",com/fs/starfarer/coreui/a$2,"""补给不足""","com/fs/starfarer/coreui/Y$2.Õ00000 - String - ""补给不足"""
"""finishing repairs""",com/fs/starfarer/coreui/a$2,"""即将维修完毕""","com/fs/starfarer/coreui/Y$2.Õ00000 - String - ""即将维修完毕"""
""" days""",com/fs/starfarer/coreui/a$2,""" 天后维修完毕""","com/fs/starfarer/coreui/Y$2.Õ00000 - String - "" 天后维修完毕"""
"""replacement chassis:""",com/fs/starfarer/coreui/a$o,"""备用战机:""","com/fs/starfarer/coreui/Y$o.<init> - String - ""备用战机:"""
"""/day""",com/fs/starfarer/coreui/a$o,"""/天""","com/fs/starfarer/coreui/Y$o.advanceImpl - String - ""/天"""
"""/day""",com/fs/starfarer/coreui/a$o,"""/天""","com/fs/starfarer/coreui/Y$o.advanceImpl - String - ""/天"""
"""replacement chassis:""",com/fs/starfarer/coreui/a$o,"""备用战机:""","com/fs/starfarer/coreui/Y$o.advanceImpl - String - ""备用战机:"""
"""Unidentified Sensor Contact""",com/fs/starfarer/coreui/A/_,"""未知的传感器信号""","com/fs/starfarer/coreui/map/Z.super - String - ""未知的传感器信号"""
"""Explored""",com/fs/starfarer/coreui/A/E,"""已打捞""","com/fs/starfarer/coreui/map/o0OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO.super - String - ""已打捞"""
"""Unidentified Fleet""",com/fs/starfarer/coreui/A/float,"""身份不明的舰队""","com/fs/starfarer/coreui/map/U.getNameForSource - String - ""身份不明的舰队"""
"""constellationLabel""",com/fs/starfarer/coreui/A/J,#N/A,#N/A
"""constellation""",com/fs/starfarer/coreui/A/J,"""星座""","com/fs/starfarer/coreui/map/O0oO.Õ00000 - String - ""星座"""
"""Nebula""",com/fs/starfarer/coreui/A/J,"""星云""","com/fs/starfarer/coreui/map/O0oO.Õ00000 - String - ""星云"""
""" - Yours""",com/fs/starfarer/coreui/A/J,""" - 你""","com/fs/starfarer/coreui/map/O0oO.super - String - "" - 你"""
"""Unknown""",com/fs/starfarer/coreui/A/OO0O,"""未知""","com/fs/starfarer/coreui/map/OO0O.advanceImpl - String - ""未知"""
"""Hyperspace""",com/fs/starfarer/coreui/A/OO0O,"""超空间""","com/fs/starfarer/coreui/map/OO0O.advanceImpl - String - ""超空间"""
"""(PLANETKILLER)""",com/fs/starfarer/coreui/A/oOOo,#N/A,#N/A
""" ---(PLANETKILLER)""",com/fs/starfarer/coreui/A/oOOo,#N/A,#N/A
"""(P)""",com/fs/starfarer/coreui/A/oOOo,#N/A,#N/A
""" ---(P)""",com/fs/starfarer/coreui/A/oOOo,#N/A,#N/A
"""(LP)""",com/fs/starfarer/coreui/A/oOOo,#N/A,#N/A
""" ---(LP)""",com/fs/starfarer/coreui/A/oOOo,#N/A,#N/A
""" """,com/fs/starfarer/coreui/A/oOOo,#N/A,#N/A
""", """,com/fs/starfarer/coreui/A/oOOo,#N/A,#N/A
"""System unexplored""",com/fs/starfarer/coreui/A/oOOo,"""未访问星系""","com/fs/starfarer/coreui/map/thissuper.super - String - ""未访问星系"""
"""Unsurveyed""",com/fs/starfarer/coreui/A/oOOo,"""未被调查""","com/fs/starfarer/coreui/map/thissuper.super - String - ""未被调查"""
"""Preliminary survey data""",com/fs/starfarer/coreui/A/oOOo,"""已初步调查""","com/fs/starfarer/coreui/map/thissuper.super - String - ""已初步调查"""
"""Full survey data""",com/fs/starfarer/coreui/A/oOOo,"""已完整调查""","com/fs/starfarer/coreui/map/thissuper.super - String - ""已完整调查"""
"""Planets""",com/fs/starfarer/coreui/A/oOOo,"""星球""","com/fs/starfarer/coreui/map/thissuper.super - String - ""星球"""
"""Light-years""",com/fs/starfarer/coreui/A/oOOo,"""光年""","com/fs/starfarer/coreui/map/thissuper.super - String - ""光年"""
"""Fuel""",com/fs/starfarer/coreui/A/oOOo,"""燃料""","com/fs/starfarer/coreui/map/thissuper.super - String - ""燃料"""
"""Days (at base burn level)""",com/fs/starfarer/coreui/A/oOOo,"""天 (当前航行速度级别)""","com/fs/starfarer/coreui/map/thissuper.super - String - ""天 (当前航行速度级别)"""
"""Navigation data""",com/fs/starfarer/coreui/A/oOOo,"""导航数据""","com/fs/starfarer/coreui/map/thissuper.super - String - ""导航数据"""
"""Unsurveyed""",com/fs/starfarer/coreui/A/OoOO,"""未被调查""","com/fs/starfarer/coreui/map/OoOO.super - String - ""未被调查"""
"""Preliminary survey completed""",com/fs/starfarer/coreui/A/OoOO,"""已初步调查""","com/fs/starfarer/coreui/map/OoOO.super - String - ""已初步调查"""
"""Required to survey""",com/fs/starfarer/coreui/A/OoOO,"""需要进行调查""","com/fs/starfarer/coreui/map/OoOO.super - String - ""需要进行调查"""
"""Quantity""",com/fs/starfarer/coreui/A/OoOO,"""所需资源 (可用)""","com/fs/starfarer/coreui/map/OoOO.super - String - ""所需资源 (可用)"""
"""Fully surveyed""",com/fs/starfarer/coreui/A/OoOO,"""已全面调查""","com/fs/starfarer/coreui/map/OoOO.super - String - ""已全面调查"""
"""Has unexplored ruins""",com/fs/starfarer/coreui/A/OoOO,"""有未勘探的遗迹""","com/fs/starfarer/coreui/map/OoOO.super - String - ""有未勘探的遗迹"""
"""orbital station""",com/fs/starfarer/coreui/A/OoOO,"""轨道站""","com/fs/starfarer/coreui/map/OoOO.super - String - ""轨道站"""
""" world""",com/fs/starfarer/coreui/A/OoOO,""" 行星""","com/fs/starfarer/coreui/map/OoOO.super - String - "" 行星"""
""" (military)""",com/fs/starfarer/coreui/A/OoOO,""" (军方)""","com/fs/starfarer/coreui/map/OoOO.super - String - "" (军方)"""
""" (size """,com/fs/starfarer/coreui/A/OoOO,""" (规模 ""","com/fs/starfarer/coreui/map/OoOO.super - String - "" (规模 """
""")""",com/fs/starfarer/coreui/A/OoOO,#N/A,#N/A
"""light years""",com/fs/starfarer/coreui/A/oooO,"""光年""","com/fs/starfarer/coreui/map/I.<init> - String - ""光年"""
"""fuel: %d""",com/fs/starfarer/coreui/A/oooO,"""燃料: %d""","com/fs/starfarer/coreui/map/I.<init> - String - ""燃料: %d"""
"""max range: %d ly""",com/fs/starfarer/coreui/A/oooO,"""最大范围: %d 光年""","com/fs/starfarer/coreui/map/I.<init> - String - ""最大范围: %d 光年"""
"""speed: %s ly/day""",com/fs/starfarer/coreui/A/oooO,"""速度: %s 光年/天""","com/fs/starfarer/coreui/map/I.<init> - String - ""速度: %s 光年/天"""
"""%d light years""",com/fs/starfarer/coreui/A/oooO,"""%d 光年""","com/fs/starfarer/coreui/map/I.õOO000 - String - ""%d 光年"""
"""%d""",com/fs/starfarer/coreui/A/oooO,#N/A,#N/A
"""%d""",com/fs/starfarer/coreui/A/oooO,#N/A,#N/A
"""fuel""",com/fs/starfarer/coreui/A/oooO,"""燃料""","com/fs/starfarer/coreui/map/I.õOO000 - String - ""燃料"""
"""ly range""",com/fs/starfarer/coreui/A/oooO,"""光年 范围""","com/fs/starfarer/coreui/map/I.õOO000 - String - ""光年 范围"""
"""ly / day""",com/fs/starfarer/coreui/A/oooO,"""光年 / 天""","com/fs/starfarer/coreui/map/I.õOO000 - String - ""光年 / 天"""
"""Light-years""",com/fs/starfarer/coreui/A/Oooo$1,"""光年""","com/fs/starfarer/coreui/map/Y$1.createImpl - String - ""光年"""
"""Fuel""",com/fs/starfarer/coreui/A/Oooo$1,"""燃料""","com/fs/starfarer/coreui/map/Y$1.createImpl - String - ""燃料"""
"""Days (at base burn level)""",com/fs/starfarer/coreui/A/Oooo$1,"""天 (当前航行速度级别)""","com/fs/starfarer/coreui/map/Y$1.createImpl - String - ""天 (当前航行速度级别)"""
"""Navigation data""",com/fs/starfarer/coreui/A/Oooo$1,"""导航数据""","com/fs/starfarer/coreui/map/Y$1.createImpl - String - ""导航数据"""
"""Cleared laid-in course""",com/fs/starfarer/coreui/A/super,#N/A,#N/A
"""Show system info""",com/fs/starfarer/coreui/A/super,"""显示星系信息""","com/fs/starfarer/coreui/map/super.Ó00000 - String - ""显示星系信息"""
"""Go to system map""",com/fs/starfarer/coreui/A/super,"""进入星系地图""","com/fs/starfarer/coreui/map/super.Ó00000 - String - ""进入星系地图"""
"""Lay in course""",com/fs/starfarer/coreui/A/super,"""自动导航""","com/fs/starfarer/coreui/map/super.Ó00000 - String - ""自动导航"""
"""Show star info""",com/fs/starfarer/coreui/A/super,"""显示恒星信息""","com/fs/starfarer/coreui/map/super.Ó00000 - String - ""显示恒星信息"""
"""Show nebula info""",com/fs/starfarer/coreui/A/super,"""显示星云信息""","com/fs/starfarer/coreui/map/super.Ó00000 - String - ""显示星云信息"""
"""Show planet info""",com/fs/starfarer/coreui/A/super,"""显示行星信息""","com/fs/starfarer/coreui/map/super.Ó00000 - String - ""显示行星信息"""
"""Show station info""",com/fs/starfarer/coreui/A/super,"""显示空间站信息""","com/fs/starfarer/coreui/map/super.Ó00000 - String - ""显示空间站信息"""
"""Show colony info""",com/fs/starfarer/coreui/A/super,"""显示殖民地信息""","com/fs/starfarer/coreui/map/super.Ó00000 - String - ""显示殖民地信息"""
"""Visit the """,com/fs/starfarer/coreui/A/super,"""访问 ""","com/fs/starfarer/coreui/map/super.super - String - ""访问 """
""" to acquire detailed starcharts""",com/fs/starfarer/coreui/A/super,""" 获取详细星图""","com/fs/starfarer/coreui/map/super.super - String - "" 获取详细星图"""
"""Invalid destination""",com/fs/starfarer/coreui/A/super,"""无效的目的地""","com/fs/starfarer/coreui/map/super.super - String - ""无效的目的地"""
"""Starscape""",com/fs/starfarer/coreui/A/thissuper,"""星景""","com/fs/starfarer/coreui/map/MapFilter.<init> - String - ""星景"""
"""Fuel range""",com/fs/starfarer/coreui/A/thissuper,"""续航距离""","com/fs/starfarer/coreui/map/MapFilter.<init> - String - ""续航距离"""
"""Show fuel range""",com/fs/starfarer/coreui/A/thissuper,"""显示燃料可用范围""","com/fs/starfarer/coreui/map/MapFilter.<init> - String - ""显示燃料可用范围"""
"""Exploration""",com/fs/starfarer/coreui/A/thissuper,"""探索状态""","com/fs/starfarer/coreui/map/MapFilter.<init> - String - ""探索状态"""
"""Inhabited""",com/fs/starfarer/coreui/A/thissuper,"""有人居住""","com/fs/starfarer/coreui/map/MapFilter.<init> - String - ""有人居住"""
"""Names""",com/fs/starfarer/coreui/A/thissuper,"""名称""","com/fs/starfarer/coreui/map/MapFilter.<init> - String - ""名称"""
"""Constellations""",com/fs/starfarer/coreui/A/thissuper,"""星座名称""","com/fs/starfarer/coreui/map/MapFilter.<init> - String - ""星座名称"""
"""Missions""",com/fs/starfarer/coreui/A/thissuper,#N/A,#N/A
"""Legend""",com/fs/starfarer/coreui/A/thissuper,"""图例""","com/fs/starfarer/coreui/map/MapFilter.<init> - String - ""图例"""
"""Show the names of stars, planets, orbital stations, and other similar points of interest.""",com/fs/starfarer/coreui/A/thissuper$2,"""显示恒星, 行星, 空间站的和其他类似站点的名字.""","com/fs/starfarer/coreui/map/MapFilter$2.createImpl - String - ""显示恒星, 行星, 空间站的和其他类似站点的名字."""
"""Show the names of constellations and other high-level sector features.""",com/fs/starfarer/coreui/A/thissuper$3,"""显示星座和其他高级特征星域的名称.""","com/fs/starfarer/coreui/map/MapFilter$3.createImpl - String - ""显示星座和其他高级特征星域的名称."""
"""Show only the names of star systems and planets known to be inhabited.""",com/fs/starfarer/coreui/A/thissuper$4,"""仅显示已知有人居住的星系和行星的名称.""","com/fs/starfarer/coreui/map/MapFilter$4.createImpl - String - ""仅显示已知有人居住的星系和行星的名称."""
"""Show how much information you have about specific star systems or planets.""",com/fs/starfarer/coreui/A/thissuper$5,"""显示你有多少关于特定星系或行星的信息.""","com/fs/starfarer/coreui/map/MapFilter$5.createImpl - String - ""显示你有多少关于特定星系或行星的信息."""
"""Unvisited star system""",com/fs/starfarer/coreui/A/thissuper$5,"""未访问过的星系""","com/fs/starfarer/coreui/map/MapFilter$5.createImpl - String - ""未访问过的星系"""
"""Some planets unsurveyed""",com/fs/starfarer/coreui/A/thissuper$5,"""有些行星未被调查""","com/fs/starfarer/coreui/map/MapFilter$5.createImpl - String - ""有些行星未被调查"""
"""Preliminary planet surveys performed""",com/fs/starfarer/coreui/A/thissuper$5,"""进行初步行星调查""","com/fs/starfarer/coreui/map/MapFilter$5.createImpl - String - ""进行初步行星调查"""
"""All planets fully surveyed""",com/fs/starfarer/coreui/A/thissuper$5,"""所有行星完全调查""","com/fs/starfarer/coreui/map/MapFilter$5.createImpl - String - ""所有行星完全调查"""
"""Star systems:""",com/fs/starfarer/coreui/A/thissuper$5,"""星系:""","com/fs/starfarer/coreui/map/MapFilter$5.createImpl - String - ""星系:"""
"""Unsurveyed planet""",com/fs/starfarer/coreui/A/thissuper$5,"""未调查的行星""","com/fs/starfarer/coreui/map/MapFilter$5.createImpl - String - ""未调查的行星"""
"""Preliminary planet survey performed""",com/fs/starfarer/coreui/A/thissuper$5,"""进行初步行星调查""","com/fs/starfarer/coreui/map/MapFilter$5.createImpl - String - ""进行初步行星调查"""
"""Fully surveyed planet""",com/fs/starfarer/coreui/A/thissuper$5,"""完全调查行星""","com/fs/starfarer/coreui/map/MapFilter$5.createImpl - String - ""完全调查行星"""
"""Planets:""",com/fs/starfarer/coreui/A/thissuper$5,"""星球:""","com/fs/starfarer/coreui/map/MapFilter$5.createImpl - String - ""星球:"""
"""course laid in for""",com/fs/starfarer/coreui/A/V,"""自动导航前往""","com/fs/starfarer/coreui/map/U.sizeChanged - String - ""自动导航前往"""
"""via""",com/fs/starfarer/coreui/A/V,"""正在通往""","com/fs/starfarer/coreui/map/U.sizeChanged - String - ""正在通往"""
"""resume course""",com/fs/starfarer/coreui/A/V,"""继续导航""","com/fs/starfarer/coreui/map/U.sizeChanged - String - ""继续导航"""
"""cancel""",com/fs/starfarer/coreui/A/V,"""取消""","com/fs/starfarer/coreui/map/U.sizeChanged - String - ""取消"""
"""Hyperspace""",com/fs/starfarer/coreui/A/V,"""超空间""","com/fs/starfarer/coreui/map/U.update - String - ""超空间"""
"""In-system""",com/fs/starfarer/coreui/A/V,"""星系内""","com/fs/starfarer/coreui/map/U.update - String - ""星系内"""
"""course laid in for""",com/fs/starfarer/coreui/A/V,"""自动导航前往""","com/fs/starfarer/coreui/map/U.update - String - ""自动导航前往"""
"""course laid in for""",com/fs/starfarer/coreui/A/V,"""自动导航前往""","com/fs/starfarer/coreui/map/U.update - String - ""自动导航前往"""
"""via""",com/fs/starfarer/coreui/A/V,"""正在通往""","com/fs/starfarer/coreui/map/U.update - String - ""正在通往"""
"""Distance""",com/fs/starfarer/coreui/A/V,"""距离""","com/fs/starfarer/coreui/map/U.update - String - ""距离"""
"""Fuel""",com/fs/starfarer/coreui/A/V,"""燃料""","com/fs/starfarer/coreui/map/U.update - String - ""燃料"""
"""Days""",com/fs/starfarer/coreui/A/V,"""天数""","com/fs/starfarer/coreui/map/U.update - String - ""天数"""
"""Unidentified contact""",com/fs/starfarer/coreui/A/V,"""未知的传感器信号""","com/fs/starfarer/coreui/map/U.getNameForSource - String - ""未知的传感器信号"""
"""Unidentified entity""",com/fs/starfarer/coreui/A/V,"""不明物体""","com/fs/starfarer/coreui/map/U.getNameForSource - String - ""不明物体"""
"""Waypoint""",com/fs/starfarer/coreui/A/V,#N/A,#N/A
"""Unidentified contact""",com/fs/starfarer/coreui/A/V,"""未知的传感器信号""","com/fs/starfarer/coreui/map/U.getNameForSource - String - ""未知的传感器信号"""
"""Unidentified fleet""",com/fs/starfarer/coreui/A/V,"""身份不明的舰队""","com/fs/starfarer/coreui/map/U.getNameForSource - String - ""身份不明的舰队"""
"""Unidentified contact""",com/fs/starfarer/coreui/A/V,"""未知的传感器信号""","com/fs/starfarer/coreui/map/U.getNameForSource - String - ""未知的传感器信号"""
"""Unidentified entity""",com/fs/starfarer/coreui/A/V,"""不明物体""","com/fs/starfarer/coreui/map/U.getNameForSource - String - ""不明物体"""
"""Unable to find course to """,com/fs/starfarer/coreui/A/V,"""无法前往 ""","com/fs/starfarer/coreui/map/U.layInCourseForNextStep - String - ""无法前往 """
"""Sector""",com/fs/starfarer/coreui/A/void,"""星域""","com/fs/starfarer/coreui/map/void.<init> - String - ""星域"""
"""System""",com/fs/starfarer/coreui/A/void,"""星系""","com/fs/starfarer/coreui/map/void.<init> - String - ""星系"""
"""Go back""",com/fs/starfarer/coreui/A/void,"""返回""","com/fs/starfarer/coreui/map/void.<init> - String - ""返回"""
"""Hyperspace""",com/fs/starfarer/coreui/A/void,"""超空间""","com/fs/starfarer/coreui/map/void.<init> - String - ""超空间"""
"""Location marker.""",com/fs/starfarer/coreui/A/Y,"""目标位置.""","com/fs/starfarer/coreui/map/returnsuper.<init> - String - ""目标位置."""
"""show intel""",com/fs/starfarer/coreui/A/Y,"""显示详情""","com/fs/starfarer/coreui/map/returnsuper.createMap - String - ""显示详情"""
"""no fuel""",com/fs/starfarer/coreui/C,"""没有燃料""","com/fs/starfarer/coreui/C.getFuelUseStr - String - ""没有燃料"""
""" / day""",com/fs/starfarer/coreui/C,""" / 天""","com/fs/starfarer/coreui/C.getFuelUseStr - String - "" / 天"""
"""Select captain for the """,com/fs/starfarer/coreui/CaptainPickerDialog,"""选择军官来负责指挥 ""","com/fs/starfarer/coreui/CaptainPickerDialog.sizeChanged - String - ""选择军官来负责指挥 """
""" (""",com/fs/starfarer/coreui/CaptainPickerDialog,#N/A,#N/A
"""-class)""",com/fs/starfarer/coreui/CaptainPickerDialog,"""-级)""","com/fs/starfarer/coreui/CaptainPickerDialog.sizeChanged - String - ""-级)"""
"""Select AI core to put in charge of """,com/fs/starfarer/coreui/CaptainPickerDialog,"""选择 AI 核心来负责指挥 ""","com/fs/starfarer/coreui/CaptainPickerDialog.sizeChanged - String - ""选择 AI 核心来负责指挥 """
""" (""",com/fs/starfarer/coreui/CaptainPickerDialog,#N/A,#N/A
"""-class)""",com/fs/starfarer/coreui/CaptainPickerDialog,"""-级)""","com/fs/starfarer/coreui/CaptainPickerDialog.sizeChanged - String - ""-级)"""
"""Manage officers""",com/fs/starfarer/coreui/CaptainPickerDialog,"""管理军官""","com/fs/starfarer/coreui/CaptainPickerDialog.sizeChanged - String - ""管理军官"""
"""No AI cores available""",com/fs/starfarer/coreui/CaptainPickerDialog,"""没有可用的 AI 核心""","com/fs/starfarer/coreui/CaptainPickerDialog.sizeChanged - String - ""没有可用的 AI 核心"""
"""Officers: """,com/fs/starfarer/coreui/CaptainPickerDialog,"""军官: ""","com/fs/starfarer/coreui/CaptainPickerDialog.sizeChanged - String - ""军官: """
"""Finish""",com/fs/starfarer/coreui/CaptainPickerDialog,"""完成""","com/fs/starfarer/coreui/CaptainPickerDialog.sizeChanged - String - ""完成"""
"""Can only move officers under your command""",com/fs/starfarer/coreui/CaptainPickerDialog,"""只能调动你手下的军官""","com/fs/starfarer/coreui/CaptainPickerDialog.advance - String - ""只能调动你手下的军官"""
"""Can only move officers under your command""",com/fs/starfarer/coreui/CaptainPickerDialog,"""只能调动你手下的军官""","com/fs/starfarer/coreui/CaptainPickerDialog.renderImpl - String - ""只能调动你手下的军官"""
